,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,DAHRMASALA                                        ,Vegetables,2017-01-01 09:53:13.927,Brinjal,JAJAPUR,RECOMMENDED TO SPRAY ROGOR 2ML/ LIT WATER FOR CONTROL OF APHID PEST IN BRINJAL,APHID PEST IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
1,BARI                                              ,Vegetables,2017-01-02 16:57:10.627,Pumpkin,JAJAPUR,SPRAY ETHREL (ETHOPHONE ) @ 1.5ML/1LIT WATER  FOR FEMALE FLOWER IN PUMPKIN,FOR FEMALE FLOWER IN PUMPKIN,Fertilizer Use and Availability,RABI,HORTICULTURE,ODISHA
2,KOREI                                             ,Vegetables,2017-01-02 17:51:02.063,Bhindi(Okra/Ladysfinger),JAJAPUR,RECOMMENDED TO SPRAY THIAMETHOXAM @ 8 GRAM / 15 LIT OF WATER,SUCKING PESTS IN OKRA,	Plant Protection	,RABI,HORTICULTURE,ODISHA
3,BADCHANA                                          ,Vegetables,2017-01-03 14:06:06.110,Pumpkin,JAJAPUR,RECOMMENDED TO SPRAY ACEPHETE 1.5 GM/ LIT WATER FOR CONTROL OF LEAF CURL IN PUMPKIN,LEAF CURL IN PUMPKIN,	Plant Protection	,RABI,HORTICULTURE,ODISHA
4,RASULPUR                                          ,Vegetables,2017-01-03 18:01:37.527,Beans ,JAJAPUR,SPRAY PLANOFIX 1ML/5LITRES OF WATER,FLOWER DROP,Cultural Practices,RABI,HORTICULTURE,ODISHA
5,DASARATHAPUR                                      ,Others,2017-01-03 19:21:44.630,Others,JAJAPUR,CLOUDY WEATHER IN NEXT 4 DAYS-WEATHER REPORT JAJAPURA,WEATHER REPORT JAJAPURA,Weather,RABI,AGRICULTURE,ODISHA
6,DANAGADI                                          ,Others,2017-01-03 20:23:12.980,Others,JAJAPUR,KISAN SUVIDHA APP-AGRICULTURAL MOBILE APPLICATION,AGRICULTURAL MOBILE APPLICATION,Fertilizer Use and Availability,RABI,AGRICULTURE,ODISHA
7,DASARATHAPUR                                      ,Vegetables,2017-01-04 08:11:32.693,Brinjal,JAJAPUR,"APPLY DAP 44KG,MOP 33KG,UREA 85KG/ACRE",FERTILISER DOSE,Field Preparation,RABI,HORTICULTURE,ODISHA
8,KOREI                                             ,Others,2017-01-05 19:58:40.113,Others,JAJAPUR,NO RAINFALL IN NEXT 5 DAYS-WEATHER REPORT JAJAPUR,WEATHER REPORT JAJAPUR,Weather,RABI,AGRICULTURE,ODISHA
9,KOREI                                             ,Vegetables,2017-01-07 08:51:11.463,Pumpkin,JAJAPUR,RECOMMENDED TO SPRAY TATAMIDA 1ML/ 3 LIT WATER FOR CONTROL OF SUCKING PEST IN PUMPKIN,SUCKING PEST IN PUMPKIN,	Plant Protection	,RABI,HORTICULTURE,ODISHA
10,KOREI                                             ,Vegetables,2017-01-07 08:55:47.787,Bitter Gourd,JAJAPUR,RECOMMENDED TO SPRAY ROGOR 2ML/ LIT WATER FOR CONTROL OF APHID PEST IN BITTER GOURD,APHID PEST IN BITTER GOURD,	Plant Protection	,RABI,HORTICULTURE,ODISHA
11,BADCHANA                                          ,Vegetables,2017-01-07 11:10:26.247,Brinjal,JAJAPUR,RECOMMENDED TO SPRAY THIOMETHOXAM  5 GM/ 10 LIT WATER FOR CONTROL OF WHITE FLIES IN BRINJAL,WHITE FLIES IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
12,BARI                                              ,Vegetables,2017-01-07 11:19:15.833,Potato,JAJAPUR,DETAIL PACKAGE OF PRACTICE EXPLAINED IN POTATO CULTIVATION,POTATO CULTIVATION,Cultural Practices,RABI,HORTICULTURE,ODISHA
13,DAHRMASALA                                        ,Others,2017-01-07 16:58:58.457,Others,JAJAPUR,CONTACT AAO OF YOUR BLOCK,REGARDING SCHEME,Government Schemes,RABI,AGRICULTURE,ODISHA
14,RASULPUR                                          ,Vegetables,2017-01-08 21:22:36.110,Bitter Gourd,JAJAPUR,SPRAY IMIDACHLOPRID 1ML/3LITRES OF WATER,LEAF CURL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
15,DASARATHAPUR                                      ,Fruits,2017-01-09 10:24:32.940,Mango,JAJAPUR,RECOMMENDED TO SPRAY PLANOFIX 1ML/ 5 LIT WATER FOR CONTROL OF FLOWER DROP IN MANGO,FLOWER DROP IN MANGO,Cultural Practices,RABI,HORTICULTURE,ODISHA
16,KOREI                                             ,Vegetables,2017-01-09 19:20:32.550,Ridge Gourd,JAJAPUR,"PUSA NASDAR,SATPUTIA,KONKAN HARITA,PKM 1,PUNJAB SADABAHAR.",VARIETIES,Cultural Practices,RABI,HORTICULTURE,ODISHA
17,JAJPUR                                            ,Vegetables,2017-01-09 20:10:35.797,Potato,JAJAPUR,RECOMMENDED TO SPRAY IMIDACLOPRID 1ML/3LIT WATER,LEAF ROLL IN POTATO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
18,DAHRMASALA                                        ,Vegetables,2017-01-10 17:14:50.067,Tomato,JAJAPUR,RECOMMENDED TO SPRAY RIDOMIL 2.5 GM/ LIT WATER FOR CONTROL OF ROOT ROT DISEASES IN TOMATO,ROOT ROT DISEASES IN TOMATO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
19,JAJPUR                                            ,Plantation Crops,2017-01-10 18:31:16.420,Coconut,JAJAPUR,CONTACT AHO OF YOUR BLOCK,REGARDING NHM,Government Schemes,RABI,HORTICULTURE,ODISHA
20,RASULPUR                                          ,Vegetables,2017-01-10 20:54:08.040,Potato,JAJAPUR,SPRAY COPPER CHLORIDE @ 3GM/1LIT WATER FOR LEAF RUST IN POTATO,LEAF RUST IN POTATO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
21,BADCHANA                                          ,Vegetables,2017-01-12 15:30:26.310,Brinjal,JAJAPUR,SPRAY CONFIDER @ 5ml/15lit -DOSE OF CONFRDER,DOSE OF CONFRDER,	Plant Protection	,RABI,HORTICULTURE,ODISHA
22,BARI                                              ,Flowers,2017-01-12 16:02:38.353,Hibiscus (Gurhal),JAJAPUR,SPRAY QUIZALOFOP ETHYL (TARGA SUPER) @ 2ML/1LIT WATER FOR WEED MANAGEMENT IN HIBISCUS,WEED MANAGEMENT IN HIBISCUS,Weather,RABI,HORTICULTURE,ODISHA
23,KOREI                                             ,Vegetables,2017-01-12 17:33:44.903,Bitter Gourd,JAJAPUR,SPRAY IMIDACHLOPRID 5ML + PLANOFIX 3ML/15LITRES OF WATER,LEAF CURL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
24,BINJHARPUR                                        ,Vegetables,2017-01-13 10:55:23.820,Bitter Gourd,JAJAPUR,SPACING - 120CK X 120CM.,SPACING,Cultural Practices,RABI,HORTICULTURE,ODISHA
25,KOREI                                             ,Vegetables,2017-01-13 12:01:58.977,Bitter Gourd,JAJAPUR,SPRAY RIDOMIL MZ 2.5GM/1LITRE OF WATER,ROOT ROT,	Plant Protection	,RABI,HORTICULTURE,ODISHA
26,DAHRMASALA                                        ,Oilseeds,2017-01-13 13:48:50.467,Groundnut (pea nut/mung phalli),JAJAPUR,SPRAY MANCOZEB 800GM/ACRE,ROOT ROT,	Plant Protection	,RABI,AGRICULTURE,ODISHA
27,KOREI                                             ,Vegetables,2017-01-13 18:34:06.670,Brinjal,JAJAPUR,RECOMMENDED TO SPRAY THIOMETHOXAM 5GM/10 LIT WATER FOR CONTROL OF WHITEFLIES IN BRINJAL,WHITEFLIES IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
28,DAHRMASALA                                        ,Fodder Crops,2017-01-13 19:02:29.770,Napier Grass,JAJAPUR,"PUSA GAINT,PUSA HYBRID,NAPIER-1,-VARIETIES OF NAPIER",VARIETIES OF NAPIER,Fertilizer Use and Availability,RABI,AGRICULTURE,ODISHA
