,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,SOHELLA                                           ,Vegetables,2017-01-01 07:13:14.577,Bhindi(Okra/Ladysfinger),BARGARH,RECOMMENDED TO SPRAY UREA 4GM/LIT WATER FOR BETTER GROWTH AND YIELD IN BHINDI,BETTER GROWTH AND YIELD IN BHINDI,Cultural Practices,RABI,HORTICULTURE,ODISHA
1,BARPALI                                           ,Fruits,2017-01-01 08:28:38.420,Mango,BARGARH,RECOMMENDED TO SPRAY ROGOR 2ML/ LIT WATER FOR CONTROL OF APHID PEST  IN MANGO,APHID PEST  IN MANGO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
2,BARGARH                                           ,Vegetables,2017-01-01 09:40:49.827,Cowpea (Vegetable),BARGARH,SPRAY IMIDACHLOPRID 1ML/3LITRES OF WATER,APHIDS,	Plant Protection	,RABI,HORTICULTURE,ODISHA
3,AMBABHONA                                         ,Vegetables,2017-01-01 10:31:21.930,Brinjal,BARGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN BRINJAL CULTIVATION,BRINJAL CULTIVATION,Cultural Practices,RABI,HORTICULTURE,ODISHA
4,BHATLI                                            ,Vegetables,2017-01-01 10:48:08.060,Onion,BARGARH,RECOMMENDED TO SPRAY CARBAFURAN 10 KG/ACRE FOR CONTROL OF WILTING DISEASES IN ONION,WILTING DISEASES IN ONION,	Plant Protection	,RABI,HORTICULTURE,ODISHA
5,BHEDEN                                            ,Cereals,2017-01-01 11:08:17.130,Paddy (Dhan),BARGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN SRI METHOD PADDY CULTIVATION,SRI METHOD PADDY CULTIVATION,Cultural Practices	,RABI,AGRICULTURE,ODISHA
6,AMBABHONA                                         ,Others,2017-01-01 16:19:32.583,Others,BARGARH,NO RAINFALL IN NEXT 5 DAYS-WEATHER REPORT BARGARH,WEATHER REPORT BARGARH,Weather,RABI,AGRICULTURE,ODISHA
7,PADAMPUR                                          ,Fruits,2017-01-02 09:32:58.830,Mango,BARGARH,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS 2ML/ LIT WATER FOR CONTROL OF TERMITE IN MANGO,TERMITE IN MANGO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
8,BIJEPUR                                           ,Flowers,2017-01-02 11:46:07.750,Marigold,BARGARH,RECOMMENDED TO SPRAY COPPER OXICHLORIDE 2GM + STREPTOCYCLIN 1.5 GM WITH /LIT WATER FOR CONTROL OF BACTERIAL LEAF BLIGHT IN MARIGOLD,BACTERIAL LEAF BLIGHT IN MARIGOLD,	Plant Protection	,RABI,HORTICULTURE,ODISHA
9,PADAMPUR                                          ,Vegetables,2017-01-02 14:55:28.283,Tomato,BARGARH,SPRAY TRIAZOPHOS @ 2ML/1LIT WATER FOR FRUIT BORER IN TOMATO,FRUIT BORER IN TOMATO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
10,BIJEPUR                                           ,Vegetables,2017-01-02 15:19:21.513,Brinjal,BARGARH,SPRAY METALAXYL + MANCOZEB (TATA MASTER ) @ 3GM/1LIT WATER FOR DIE BACK IN BRINJAL,DIE BACK IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
11,GAISILET                                          ,Inland,2017-01-02 16:48:18.660,Fresh Water,BARGARH,CONTACT EXPERT,TANK MANAGEMENT,"Tank, Pond and Reservoir Management",RABI,FISHERIES,ODISHA
12,BIJEPUR                                           ,Cereals,2017-01-02 18:44:04.560,Paddy (Dhan),BARGARH,"1001,SURENDRA,GAJAPATI,TAPASWINI,MEHER",VARIETY OF PADDY,Cultural Practices	,RABI,AGRICULTURE,ODISHA
13,GAISILET                                          ,Others,2017-01-02 19:12:52.997,Others,BARGARH,THERE IS NO RAIN WITHIN 24HOURS AS PER IMD REPORT,WEATHER REPORT,Weather,RABI,AGRICULTURE,ODISHA
14,BARGARH                                           ,Others,2017-01-02 19:16:32.460,Others,BARGARH,CLOUDY WEATHER IN NEXT 5 DAYS-WEATHER REPORT BARGARH,WEATHER REPORT BARGARH,Weather,RABI,AGRICULTURE,ODISHA
