,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KHANDAPARA                                        ,Vegetables,2017-01-02 12:53:46.423,Brinjal,NAYAGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN BRINJAL CULTIVATION,BRINJAL CULTIVATION,Cultural Practices,RABI,HORTICULTURE,ODISHA
1,ODAGAON                                           ,Pulses,2017-01-02 15:52:08.913,Green Gram (Moong Bean/ Moong),NAYAGARH,SPRAY RIDOMIL MZ 400GMS/ACRE,ROOT ROT,	Plant Protection	,RABI,AGRICULTURE,ODISHA
2,KHANDAPARA                                        ,Others,2017-01-02 19:20:21.287,Others,NAYAGARH,CLOUDY WEATHER IN NEXT 4 DAYS-WEATHER REPORT KHANDAPADA,WEATHER REPORT KHANDAPADA,Weather,RABI,AGRICULTURE,ODISHA
3,GANIA                                             ,Pulses,2017-01-02 19:38:16.237,Black Gram (urd bean),NAYAGARH,SPRAY IMIDACHLORPRID @ 6ML/15LIT WATER FOR LEAF CURLING IN BLACK GRAM,LEAF CURLING IN BLACK GRAM,	Plant Protection	,RABI,AGRICULTURE,ODISHA
4,RANAPUR                                           ,Vegetables,2017-01-04 09:21:33.173,Bitter Gourd,NAYAGARH,SPRAY SPINOSAD 1ML/1LITRE OF WATER,FRUIT BORER,	Plant Protection	,RABI,HORTICULTURE,ODISHA
5,RANAPUR                                           ,Vegetables,2017-01-07 18:49:45.790,Brinjal,NAYAGARH,RECOMMENDED TO SPRAY CHLOROPYRIFOS 2.5 ML/ 1 LIT WATER,LEAF EATING CATERPILLAR IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
6,NUAGAON                                           ,Vegetables,2017-01-09 08:51:36.293,Brinjal,NAYAGARH,RECOMMENDED TO SPRAY FIPRONIL 2ML/ LIT WATER FOR CONTROL OF STEM BORER IN BRINJAL,STEM BORER IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
7,RANAPUR                                           ,Cereals,2017-01-09 13:18:42.173,Paddy (Dhan),NAYAGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN SRI METHOD PADDY CULTIVATION,SRI METHOD PADDY CULTIVATION,Cultural Practices	,RABI,AGRICULTURE,ODISHA
8,KHANDAPARA                                        ,Avian,2017-01-10 21:27:03.970,Duck,NAYAGARH,contact vas of your block for animal husbandry problem,animal husbandry problem,Cattle shed Planning and Management,KHARIF,ANIMAL HUSBANDRY,ODISHA
9,DASAPALLA                                         ,Others,2017-01-12 19:46:03.720,Others,NAYAGARH,NO RAINFALL IN NEXT 5 DAYS-WEATHER REPORT NAYAGARH,WEATHER REPORT NAYAGARH,Weather,RABI,AGRICULTURE,ODISHA
10,DASAPALLA                                         ,Vegetables,2017-01-13 20:32:36.820,Leafy Vegetable,NAYAGARH,SPRAY CHLORPYRIFOS @ 2ML/1LIT WATER FOR CHEWING PEST IN LEAFY VEGETABLE,CHEWING PEST IN LEAFY VEGETABLE,	Plant Protection	,KHARIF,HORTICULTURE,ODISHA
11,RANAPUR                                           ,Flowers,2017-01-16 15:55:21.720,Chrysanthemum,NAYAGARH,SPRAY IMIDACHLOPRID 1ML/3LITRES OF WATER,APHIDS,	Plant Protection	,RABI,HORTICULTURE,ODISHA
12,DASAPALLA                                         ,Vegetables,2017-01-17 14:35:08.723,Bitter Gourd,NAYAGARH,SPRAY STREPTOCYCLINE @ 3GM + COPPER OXYCHLORIDE @ 40GM/15LIT WATER FOR ROOT ROT IN BITTERGOURD,ROOT ROT IN BITTERGOURD,	Plant Protection	,RABI,HORTICULTURE,ODISHA
13,RANAPUR                                           ,Vegetables,2017-01-19 17:07:07.637,Cucumber,NAYAGARH,SPRAY PLANOFIX 1ML/5LITRES OF WATER,FLOWER DROP,Cultural Practices,RABI,HORTICULTURE,ODISHA
14,BHAPUR                                            ,Animal,2017-01-19 18:37:58.697,"Bovine(Cow,Buffalo)",NAYAGARH,CONTACT VAS OF YOUR BLOCK FOR ANIMAL HUSBANDRY PROBLEM,ANIMAL HUSBANDRY PROBLEM,Animal Nutrition,RABI,ANIMAL HUSBANDRY,ODISHA
15,NAYAGARH                                          ,Vegetables,2017-01-23 15:57:00.777,Drum Stick,NAYAGARH,RECOMMENDED TO SPRAY BOOMFLOWER 2ML/ LIT WATER FOR CONTROL OF FLOWER DROP IN DRUMSTICK,FLOWER DROP IN DRUMSTICK,Cultural Practices,RABI,HORTICULTURE,ODISHA
16,NUAGAON                                           ,Pulses,2017-01-23 16:15:37.260,Green Gram (Moong Bean/ Moong),NAYAGARH,CONTACT AAO OF YOUR BLOCK,DETAILS CULTIVATION PRACTICES,Cultural Practices	,RABI,AGRICULTURE,ODISHA
17,BHAPUR                                            ,Vegetables,2017-01-23 20:54:16.687,Brinjal,NAYAGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN BRINJAL CULTIVATION,BRINJAL CULTIVATION,Cultural Practices,RABI,HORTICULTURE,ODISHA
18,KHANDAPARA                                        ,Pulses,2017-01-24 07:38:26.257,Green Gram (Moong Bean/ Moong),NAYAGARH,SPRAY RIDOMIL MZ 2.5GM/1LITRE OF WATER,ROOT ROT,	Plant Protection	,RABI,AGRICULTURE,ODISHA
19,ODAGAON                                           ,Pulses,2017-01-25 18:51:40.500,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY PLANTOMYCIN 2 GM + PLANTOMYCIN 1.5 GM/ LIT WATER FOR CONTROL OF BACTERIAL LEAF BLIGHT IN GREEN GRAM,BACTERIAL LEAF BLIGHT IN GREEN GRAM,	Plant Protection	,RABI,AGRICULTURE,ODISHA
20,RANAPUR                                           ,Vegetables,2017-01-30 16:45:55.310,Tomato,NAYAGARH,SPRAY ACETAMIPRID 1GM/3LITRES OF WATER,LEAF CURL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
21,DASAPALLA                                         ,Fruits,2017-01-31 16:40:36.563,Banana,NAYAGARH,"•Dip suckers in copper oxychloride (40g/10l)+ streptocycline (3g/10lit) for 30 min before planting.
•Drench with 6g/tree   or Sodium hypochlorite 10% or Bleaching powder 20g /litre/tree. Immediately irrigate after application.
•Repeat twice at 10 days interval.
for Erwinia rot in banana",Erwinia rot in banana,	Plant Protection	,RABI,HORTICULTURE,ODISHA
22,KHANDAPARA                                        ,Pulses,2017-01-31 16:41:18.660,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY ROGOR 2ML/ LIT WATER  FOR CONTROL OF APHID PEST IN GREEN GRAM,APHID PEST IN GREEN GRAM,	Plant Protection	,RABI,AGRICULTURE,ODISHA
23,KHANDAPARA                                        ,Pulses,2017-02-08 17:41:15.260,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY POLYFEED (19-19-19) @ 7.0 GM / 1LIT WATER,STUNTED GROWTH OF MOONG,Cultural Practices	,RABI,AGRICULTURE,ODISHA
24,KHANDAPARA                                        ,Pulses,2017-02-08 17:48:52.687,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY ROGOR 2.5 ML/1 LIT WATER,SUCKING PESTS IN MOONG,	Plant Protection	,RABI,AGRICULTURE,ODISHA
25,RANAPUR                                           ,Pulses,2017-02-11 16:28:27.310,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY MIRACULAN @ 1 ML / 1 LIT OF WATER,FLOWERING HORMONE IN MOONG,Cultural Practices	,RABI,AGRICULTURE,ODISHA
26,RANAPUR                                           ,Vegetables,2017-02-19 18:19:06.683,Brinjal,NAYAGARH,SPRAY IMIDACLOPRID @ 7ML/15LIT WATER FOR LITTLE LEAF IN BRINJAL,LITTLE LEAF IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
27,RANAPUR                                           ,Vegetables,2017-02-19 18:20:27.980,Brinjal,NAYAGARH,SPRAY FLUBENDIAMIDE (FAME) @ 6ML/15LIT WATER FOR STEM BORER IN BRINJAL,STEM BORER IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
28,RANAPUR                                           ,Condiments and Spices,2017-02-20 10:02:22.020,Large Cardamom,NAYAGARH,DETAIL PACKAGE OF PRACTICE EXPLAINED IN LARGE CARDAMOM CULTIVATION,LARGE CARDAMOM CULTIVATION,Cultural Practices,JAYAD,HORTICULTURE,ODISHA
29,NUAGAON                                           ,Pulses,2017-02-22 15:46:25.733,Green Gram (Moong Bean/ Moong),NAYAGARH,RECOMMENDED TO SPRAY ROGOR 2.5 ML / 1 LIT WATER,SUCKING PEST IN MOONG,	Plant Protection	,RABI,AGRICULTURE,ODISHA
30,NUAGAON                                           ,Vegetables,2017-02-22 15:48:13.940,Brinjal,NAYAGARH,RECOMMENDED TO SPRAY CHLORPYRIFOS 2.5 ML/ 1 LIT WATER,LEAF EATING CATERPILLAR IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
31,RANAPUR                                           ,Vegetables,2017-02-22 19:05:21.217,Brinjal,NAYAGARH,CONTACT WITH ASST HORTICULTURE OFFICER,SUBSIDY ON GREEN HOUSE,Government Schemes,RABI,HORTICULTURE,ODISHA
