,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KOMNA                                             ,Vegetables,2017-01-04 09:59:45.850,Brinjal,NAWAPARA,SPRAY SPINOSAD 1ML/3LITRES OF WATER,FRUIT & SHOOT BORER,	Plant Protection	,RABI,HORTICULTURE,ODISHA
1,KHARIAR                                           ,Vegetables,2017-01-05 15:57:43.117,Watermelon,NAWAPARA,"APPLY N 12KG,P 12KG,K 40KG/ACRE",BASAL FERTILISER DOSE,Fertilizer Use and Availability,RABI,HORTICULTURE,ODISHA
2,BODEN                                             ,Vegetables,2017-01-06 18:22:20.547,Bhindi(Okra/Ladysfinger),NAWAPARA,"VARIETY OF BHINDI---ARKAANMIKA,UTKALA GOURAB,ARKA ABHYA,MYKO-7,BRSHA",VARIETY OF BHINDI,Cultural Practices,RABI,HORTICULTURE,ODISHA
3,NUAPADA                                           ,Oilseeds,2017-01-07 10:23:02.333,Groundnut (pea nut/mung phalli),NAWAPARA,"APPLY DAP 35KG,MOP 27KG,UREA 4KG/ACRE",fertiliser dose,Fertilizer Use and Availability,RABI,AGRICULTURE,ODISHA
4,KHARIAR                                           ,Cereals,2017-01-08 16:40:11.530,Wheat,NAWAPARA,SPRAY DDVP 2ML/1LITRE OF WATER,SUCKING PEST,	Plant Protection	,RABI,AGRICULTURE,ODISHA
5,KHARIAR                                           ,Vegetables,2017-01-08 21:39:41.540,Onion,NAWAPARA,RECOMMENDED TO SPRAY ROGOR 2ML/1 LIT WATER,ONION THRIPS,	Plant Protection	,RABI,HORTICULTURE,ODISHA
6,KOMNA                                             ,Others,2017-01-09 14:21:18.153,Others,NAWAPARA,THERE IS NO RAIN WITHIN 24HOURS AS PER IMD REPORT,WEATHER REPORT,Weather,RABI,AGRICULTURE,ODISHA
7,SINAPALI                                          ,Others,2017-01-10 17:28:06.440,Others,NAWAPARA,NO RAINFALL OCCURS FROM 10TH JANUARY TO 16 TH JANUARY IN NAWAPARA DIST,RAINFALL FORECAST IN NAWAPARA DIST,Weather,RABI,AGRICULTURE,ODISHA
8,KOMNA                                             ,Vegetables,2017-01-12 09:48:25.163,Brinjal,NAWAPARA,RECOMMENDED TO SPRAY FIPRONIL 2ML/LIT WATER FOR CONTROL OF STEM BORER IN BRINJAL,STEM BORER IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
9,KOMNA                                             ,Vegetables,2017-01-12 10:06:09.677,Brinjal,NAWAPARA,RECOMMENDED TO SPRAY FIPRONIL 2 ML/ LIT WATER FOR CONTROL OF STEM BORER IN BRINJAL,STEM BORER IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
