,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,GOSANI                                            ,Fodder Crops,2017-01-06 18:37:16.080,Barseem,GAJAPATI,DETAIL PACKAGE OF PRACTICE EXPLAINED IN BARSEEM CULTIVATION,BARSEEM CULTIVATION,Cultural Practices	,RABI,AGRICULTURE,ODISHA
1,MOHONA                                            ,Vegetables,2017-01-13 20:46:47.253,Tomato,GAJAPATI,RECOMMENDED TO SPRAY TATAMIDA 1ML/3 LIT WATER FOR CONTROL OF SUCKING PEST IN TOMATO,SUCKING PEST IN TOMATO,	Plant Protection	,RABI,HORTICULTURE,ODISHA
2,GOSANI                                            ,Others,2017-01-27 17:01:08.650,Others,GAJAPATI,NO RAINFALL OCCURS FROM 27 TH JANUARY TO 3RD FEBRUARY IN GAJAPATI DIST,RAINFALL FORECAST IN GAJAPATI DIST,Weather,RABI,AGRICULTURE,ODISHA
3,GOSANI                                            ,Vegetables,2017-02-16 11:21:30.593,Chillies,GAJAPATI,RECOMMENDED TO SPRAY TATAMIDA 1ML/ 3 LIT WATER FOR CONTROL OF SUCKING PEST IN CHILLIES,SUCKING PEST IN CHILLIES,	Plant Protection	,JAYAD,HORTICULTURE,ODISHA
4,GOSANI                                            ,Vegetables,2017-02-23 07:01:23.770,Chillies,GAJAPATI,RECOMMENDED TO SPRAY ACEPHETE 1.5 GM/ LIT WATER FOR CONTROL OF LEAF CURL IN CHILLIES,LEAF CURL IN CHILLIES,	Plant Protection	,JAYAD,HORTICULTURE,ODISHA
5,GOSANI                                            ,Avian,2017-03-27 21:09:13.903,Guineafowl,GAJAPATI,CONTACT WITH BLOCK VETERINARY OFFICER,POULTRY QUERY,Livestock Products Processing and Packaging,RABI,ANIMAL HUSBANDRY,ODISHA
6,KASINAGAR                                         ,Vegetables,2017-04-21 19:35:13.783,Brinjal,GAJAPATI,SPRAY FLUBENDIAMIDE (FAME) @ 6ML/15LIT WATER FOR FRUIT BORER IN BRINJAL,FRUIT BORER IN BRINJAL,	Plant Protection	,RABI,HORTICULTURE,ODISHA
7,KASINAGAR                                         ,Others,2017-05-01 21:11:14.523,Others,GAJAPATI,CLOUDY WEATHER IN NEXT 5 DAYS-WEATHER REPORT GAJAPATI,WEATHER REPORT GAJAPATI,Weather,KHARIF,AGRICULTURE,ODISHA
8,KASINAGAR                                         ,Plantation Crops,2017-05-25 18:15:40.273,Teak,GAJAPATI,APPLY SSP @ 1KG + MOP @ 750GM + UREA @ 250GM/PLNT ALONG WITH COWDUNG-NUTRIENT MANAGEMENT IN TEAK,NUTRIENT MANAGEMENT IN TEAK,Fertilizer Use and Availability,RABI,HORTICULTURE,ODISHA
9,GOSANI                                            ,Others,2017-05-28 11:18:22.190,Others,GAJAPATI,EXPECTED RAINFALL 2 MM OCCURS ON 28TH MAY 2017 IN GAJAPATI DIST,RAINFALL FORECAST IN GAJAPATI DIST,Weather,JAYAD,AGRICULTURE,ODISHA
10,KASINAGAR                                         ,Cereals,2017-06-25 08:05:28.637,Paddy (Dhan),GAJAPATI,RECOMMENDED TO APPLY 80 GM/200 LIT WATER FOR CONTROL OF WEED MANAGEMENT IN PADDY,WEED MANAGEMENT IN PADDY,Weed Management,KHARIF,AGRICULTURE,ODISHA
11,MOHONA                                            ,Vegetables,2017-06-27 14:11:25.743,Beans ,GAJAPATI,Apply solution of 2gm SAAF(Carbendazim & Mancozeb)per liter of water to the base of the plant,Sheath rot in Beans,	Plant Protection	,KHARIF,HORTICULTURE,ODISHA
12,GOSANI                                            ,Others,2017-07-03 19:19:33.343,Others,GAJAPATI,RECOMMENDED TO APPLY 1330ML/20KG SAND ACRE FOR CONTROL OF WEED MANAGEMENT OF PADDY,WEED MANAGEMENT OF PADDY,Weed Management,KHARIF,AGRICULTURE,ODISHA
13,GOSANI                                            ,Cereals,2017-08-05 18:47:49.710,Paddy (Dhan),GAJAPATI,RECOMMENDED TO SPRAY NOMINEE GOLD (BISPYRIBAC SODIUM  10% SC) @ 100 ML / ACRE,WEED MANAGEMENT IN PADDY,Weed Management,KHARIF,AGRICULTURE,ODISHA
14,MOHONA                                            ,Vegetables,2017-08-30 15:04:56.527,Cauliflower,GAJAPATI,"Kartika, Sweta, Goodman,Tusar",Good varieties of Cauliflower,Seeds and Planting Material,KHARIF,HORTICULTURE,ODISHA
