,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,BONLI                                             ,Others,2017-01-01 06:15:23.380,Others,SAWAI MADHOPUR,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
1,GANGAPUR CITY                                     ,Pulses,2017-01-01 07:22:33.500,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SAWAI MADHOPUR,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
2,BONLI                                             ,Pulses,2017-01-01 09:19:22.813,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SAWAI MADHOPUR,SPRAY OF MALATHIAN 50% EC 2 ML PER LITER WATER,TELL ME GRAM POD BORER IN GRAM.,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
3,SAWAI MADHOPUR                                    ,Pulses,2017-01-01 11:17:17.700,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SAWAI MADHOPUR,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
4,BAMANWAS                                          ,Others,2017-01-01 12:22:42.703,Others,SAWAI MADHOPUR,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
5,SAWAI MADHOPUR                                    ,Cereals,2017-01-01 12:34:19.580,Wheat,SAWAI MADHOPUR,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
6,SAWAI MADHOPUR                                    ,Fruits,2017-01-01 14:29:00.140,Citrus,SAWAI MADHOPUR,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME CONTROL OF FLOWER DROPPING IN CITRUS,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
7,GANGAPUR CITY                                     ,Fruits,2017-01-01 15:13:10.323,Pomegranate,SAWAI MADHOPUR,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT IN POMEGRANATE ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
8,GANGAPUR CITY                                     ,Cereals,2017-01-01 15:50:21.417,Wheat,SAWAI MADHOPUR,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
9,SAWAI MADHOPUR                                    ,Pulses,2017-01-01 16:15:01.497,Lentil (Masur),SAWAI MADHOPUR,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME APHID CONTROL IN MASUR,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
