,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,TODABHIM                                          ,Cereals,2017-01-01 09:23:27.917,Wheat,KARAULI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
1,HINDAUN                                           ,Others,2017-01-01 10:24:25.740,Others,KARAULI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
2,KARAULI                                           ,Others,2017-01-01 10:41:29.413,Others,KARAULI,NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
3,NADAUTI                                           ,Cereals,2017-01-01 11:36:13.080,Wheat,KARAULI,SUBSIDY ON PIPE LINE= 50% OF TOTAL COST OR 15000/- MAXIMUM,TELL ME SUBSIDY ON PIPE LINE,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
4,HINDAUN                                           ,Condiments and Spices,2017-01-01 11:41:48.993,Garlic,KARAULI,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER,TEL ME SPRAY OF MICRONUTRIENT,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
5,SAPOTRA                                           ,Cereals,2017-01-01 13:11:14.397,Wheat,KARAULI,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
6,NADAUTI                                           ,Vegetables,2017-01-01 15:27:18.067,Pea (Vegetable),KARAULI,USE CHLOROPYRIFOS 20% EC 4 LITER PER HA WITH IRRIGATION,TELL ME PLANT PROTECTION IN PEAS,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
7,HINDAUN                                           ,Vegetables,2017-01-01 16:06:27.533,Capsicum,KARAULI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
8,NADAUTI                                           ,Others,2017-01-01 19:43:27.480,Others,KARAULI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
9,HINDAUN                                           ,Others,2017-01-01 20:21:31.817,Others,KARAULI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
10,TODABHIM                                          ,Cereals,2017-01-01 20:24:36.253,Wheat,KARAULI,USE IMIDACHLOPRID 17.8% SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,TELL ME TRMIT CONTROL IN WHEAT ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
11,KARAULI                                           ,Others,2017-01-01 20:32:12.393,Others,KARAULI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
12,KARAULI                                           ,Beekeeping,2017-01-01 20:34:43.517,Beekeeping,KARAULI,CONTACT NUMBER OF BEEKEEPING TRAINING CENTRE BHARATPUR- 9414222347,TELL ME ABOUT OF BEEKEEPING ?,Credit,RABI,AGRICULTURE,RAJASTHAN
13,HINDAUN                                           ,Others,2017-01-02 08:52:56.777,Others,KARAULI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
14,HINDAUN                                           ,Cereals,2017-01-02 08:59:36.393,Wheat,KARAULI,USE IMIDACHLOPRID 17.8% SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,TELL ME CONTROL OF TERMITE  IN WHEAT ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
15,KARAULI                                           ,Vegetables,2017-01-02 09:14:26.360,Onion,KARAULI,SPRAY OF ZINK SULPHATE  5 GRAM + COPPER OXICHLORIDE 3 GM PER LITER WATER FOR YELLOWING LEAF CONTROLE IN ONION CROP,TELL ME  YELLOWING LEAF CONTROLE IN ONION CROP,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
