,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,BUHANA                                            ,Fruits,2017-01-01 08:17:16.930,Pomegranate,JHUNJHUNU,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
1,BUHANA                                            ,Others,2017-01-01 08:47:30.223,Others,JHUNJHUNU,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
2,JHUNJHUNUN                                        ,Others,2017-01-01 09:29:09.730,Others,JHUNJHUNU,SPRAY OF MENCOZEB 2 GM PER LITER WATER,TELL ME FUNGEL CONTROL,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
3,CHIRAWA                                           ,Cereals,2017-01-01 10:10:59.590,Wheat,JHUNJHUNU,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
4,NAWALGARH                                         ,Others,2017-01-01 10:59:22.370,Others,JHUNJHUNU,NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
5,JHUNJHUNUN                                        ,Cereals,2017-01-01 12:17:28.777,Wheat,JHUNJHUNU,SPRAY ZINK SALPHET 33% 5 GM+BUJHA CHUNA 2.5 GM/LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
6,CHIRAWA                                           ,Pulses,2017-01-01 12:41:59.163,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JHUNJHUNU,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF GRAM,TELL ME ABOUT WEED CONTROL IN GRAM ?,Weed Management,RABI,AGRICULTURE,RAJASTHAN
7,SURAJGARH                                         ,Others,2017-01-01 13:41:28.620,Others,JHUNJHUNU,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
8,JHUNJHUNUN                                        ,Others,2017-01-01 13:55:47.173,Others,JHUNJHUNU,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
9,UDAIPURWATI                                       ,Cereals,2017-01-01 14:22:19.260,Wheat,JHUNJHUNU,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
