,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,TALERA                                            ,Cereals,2017-01-01 10:29:18.190,Wheat,BUNDI,SUBSIDY ON PIPE LINE= 50% OF TOTAL COST OR 15000/- MAXIMUM,TELL ME SUBSIDY ON PIPE LINE,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
1,NAINWA                                            ,Vegetables,2017-01-01 11:42:39.403,Chillies,BUNDI,SPRAY OF CAEPHATE 2 GM/LITRE,TELL ME LEAF CURUL CONTROL IN CHILLIES,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
2,KESHORAIPATAN                                     ,Vegetables,2017-01-01 11:58:05.687,Chillies,BUNDI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME CONTROL LEAF CURL IN CHILLI.,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
3,KESHORAIPATAN                                     ,Vegetables,2017-01-01 12:06:10.940,Bhindi(Okra/Ladysfinger),BUNDI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN BHINDI,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
4,TALERA                                            ,Vegetables,2017-01-01 16:18:57.843,Chillies,BUNDI,SPRAY OF ACETAMIPRID 20% SP 0.5 GM PER LITER WATER,TELL ME CONTROL OF THRIPS IN CHILLES,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
5,HINDOLI                                           ,Vegetables,2017-01-01 17:16:12.980,Pea (Vegetable),BUNDI,SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER,TELL ME POD BORAR IN PEA?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
6,HINDOLI                                           ,Condiments and Spices,2017-01-01 18:47:21.787,Coriander,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
7,KESHORAIPATAN                                     ,Condiments and Spices,2017-01-01 19:51:14.210,Turmeric,BUNDI,SPRAY OF RIDOMIL MZ(METALEXYL+MENCOZEB) 2 GM PER LITER WATER,TELL ME SPRAY OF RIDOMIL MZ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
8,NAINWA                                            ,Condiments and Spices,2017-01-02 08:54:25.480,Coriander,BUNDI,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
9,NAINWA                                            ,Cereals,2017-01-02 13:17:11.820,Wheat,BUNDI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME WEED CONTROL IN WHEAT CROPS,Weed Management,RABI,AGRICULTURE,RAJASTHAN
10,KESHORAIPATAN                                     ,Vegetables,2017-01-02 13:37:44.373,Pea (Vegetable),BUNDI,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
11,HINDOLI                                           ,Others,2017-01-02 13:43:50.777,Others,BUNDI,SUBSIDY ON SOLAR PLANT=70% OF TOTAL COST,TLL ME SUBSIDY ON SOLAR PLANT,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
12,HINDOLI                                           ,Condiments and Spices,2017-01-02 14:21:45.507,Garlic,BUNDI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN GARLIC  ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
13,HINDOLI                                           ,Cereals,2017-01-02 14:52:39.160,Wheat,BUNDI,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
14,KESHORAIPATAN                                     ,Cereals,2017-01-02 15:09:03.283,Wheat,BUNDI,"BROAD LEAF WEED CONTROL 2,4-D ETHYL ESTER 38 % 1300 ML PER HECTER",TELL ME WEEDICIDE IN WHEAT,Weed Management,RABI,AGRICULTURE,RAJASTHAN
15,KESHORAIPATAN                                     ,Condiments and Spices,2017-01-02 15:39:26.730,Garlic,BUNDI,SPRAY OF IMIDACHLOPRID 30.5% 0.5 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN GARLIC,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
16,KESHORAIPATAN                                     ,Pulses,2017-01-02 16:27:48.497,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER,TELL ME ABOUT PEST CONTROL IN GRAM ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
17,KESHORAIPATAN                                     ,Cereals,2017-01-02 17:47:18.183,Wheat,BUNDI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA?,Weed Management,RABI,AGRICULTURE,RAJASTHAN
18,KESHORAIPATAN                                     ,Fruits,2017-01-02 18:22:50.220,Pomegranate,BUNDI,SPRAY OF MENCOZEB 2 GM PER LITER WATER,TELL ME CONTROL OF FUNGAL DISEASE IN POMEGRANTE,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
19,HINDOLI                                           ,Fruits,2017-01-02 19:05:47.590,Citrus,BUNDI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME FLOWER DROP CONTROL IN CITRU,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
20,NAINWA                                            ,Vegetables,2017-01-02 20:33:23.297,Potato,BUNDI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN POTATO,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
21,HINDOLI                                           ,Others,2017-01-02 21:12:25.993,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
22,KESHORAIPATAN                                     ,Others,2017-01-02 21:25:14.990,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
23,NAINWA                                            ,Vegetables,2017-01-03 08:51:18.587,Cauliflower,BUNDI,SPRAY OF HEXACONAZOLE 5% EC 2 ML PER LITER WATER,TELL ME DISEASE CONTROL IN CAULIFLOWER,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
24,HINDOLI                                           ,Condiments and Spices,2017-01-03 08:54:56.760,Garlic,BUNDI,SPRAY OF MALATHIAN 50% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL IN GARLIC,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
25,HINDOLI                                           ,Others,2017-01-03 10:30:34.487,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
26,KESHORAIPATAN                                     ,Others,2017-01-03 10:42:29.573,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
27,KESHORAIPATAN                                     ,Others,2017-01-03 12:53:47.727,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
28,NAINWA                                            ,Fruits,2017-01-03 13:21:21.913,Citrus,BUNDI,MICRONUTRIENT 100 GRAM / PLANT IN ROOT  ZONE,TELL ME NUTRIENT MANAGEMENT IN CITRUC ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
29,NAINWA                                            ,Pulses,2017-01-03 13:48:22.060,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,"GRAM VARIETY - RSG 945,973, 974 , GNG 1581, C 235",TELL ME VARIETY OF GRAM ?,Seeds,RABI,AGRICULTURE,RAJASTHAN
30,KESHORAIPATAN                                     ,Cereals,2017-01-03 14:56:02.437,Wheat,BUNDI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME ABOUT WEED MANAGEMENT IN WHEAT,Weed Management,RABI,AGRICULTURE,RAJASTHAN
31,KESHORAIPATAN                                     ,Cereals,2017-01-03 14:59:29.563,Wheat,BUNDI,ALL WEED CONTROL IN WHEAT CROPS SPRAY TOTAL( SULFOSULFURAN 75%+METASULFURAN METHYL 5 % )80 WG 32 GM DISSOLVE 400-500 LITAR WATER SPRAY AFTER SOWING 30-35 DAYS,TELL ME ALL WEED CONTROL IN WHEAT CROPS SPRAY TOTAL,Weed Management,RABI,AGRICULTURE,RAJASTHAN
32,TALERA                                            ,Condiments and Spices,2017-01-03 15:53:32.637,Garlic,BUNDI,SPRAY OF ACEPHATE 75% SP 2 GM + MENCOJEB 2GM PAR LITAR WATER,TELL ME PEST AND FUNGAS CONTROL IN GARLIC  ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
33,HINDOLI                                           ,Pulses,2017-01-03 16:45:19.440,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER,TELL ME INSECT CONTROL GRAM,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
34,NAINWA                                            ,Vegetables,2017-01-03 17:23:54.147,Chillies,BUNDI,SPRAY OF TRIZOPHOS 40% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL IN CHILLI ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
35,NAINWA                                            ,Vegetables,2017-01-03 17:39:29.570,Chillies,BUNDI,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,TELL ME INSECT CONTROL IN CHILLIES ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
36,NAINWA                                            ,Vegetables,2017-01-03 17:46:41.043,Chillies,BUNDI,SPRAY OF PLANOFIX 4 ML PER 16 LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
37,NAINWA                                            ,Others,2017-01-03 20:06:00.907,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
38,NAINWA                                            ,Others,2017-01-03 20:08:50.960,Others,BUNDI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
39,KESHORAIPATAN                                     ,Cereals,2017-01-03 21:11:22.420,Barley (Jau),BUNDI,NO RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
40,KESHORAIPATAN                                     ,Cereals,2017-01-04 09:25:14.820,Wheat,BUNDI,SPRAY ZINK SALPHET 33% 5 GM+BUJHA CHUNA 2.5 GM/LITER WATER,TELL ME CONTROL YELLOW LEAF COLOUR IN WHEAT CROP.,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
41,KESHORAIPATAN                                     ,Condiments and Spices,2017-01-04 10:07:40.490,Garlic,BUNDI,SPRAY OF ACEPHATE 75% SP 2 GM PER LITER WATER + MENCOJEB 2GM PAR LITAR WATER,TELL ME ABOUT YELLOWING CONTROLE IN garlic,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
42,NAINWA                                            ,Pulses,2017-01-04 11:39:37.817,Lentil (Masur),BUNDI,SPRAY OF TRIZOPHOS 40% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL IN LENTIL ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
43,NAINWA                                            ,Fruits,2017-01-04 11:48:01.910,Lemon,BUNDI,MICRONUTRIENT 100 GRAM / PLANT IN ROOT  ZONE,TELL ME NUTRIENT MANAGEMENT  ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
44,NAINWA                                            ,Pulses,2017-01-04 11:54:20.873,Lentil (Masur),BUNDI,USE OF CARBANDAZIM 250 GM/BIGHA WITH IRRIGATION,TELL ME BLACK ROT CONTROL IN MASUR,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
45,KESHORAIPATAN                                     ,Others,2017-01-04 12:02:11.967,Others,BUNDI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
46,HINDOLI                                           ,Fruits,2017-01-04 12:58:58.327,Pomegranate,BUNDI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME CONTROL FLOWER DROPING IN POMEGRANATE PLANT.,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
47,KESHORAIPATAN                                     ,Cereals,2017-01-04 13:18:02.417,Wheat,BUNDI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME ALL WEED CONTROL IN WHEAT CROPS,Weed Management,RABI,AGRICULTURE,RAJASTHAN
48,NAINWA                                            ,Cereals,2017-01-04 14:12:02.263,Barley (Jau),BUNDI,NO RAIN POSSIBILITY IN NEXT 5 DAYS AND  CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
49,NAINWA                                            ,Fruits,2017-01-04 15:08:24.197,Melon,BUNDI,"VARIETY OF WATERMELON = SUGAR BEBI, ARKA MANIK",TELL ME VARIETY OF WATERMELON,Training and Exposure Visits,RABI,HORTICULTURE,RAJASTHAN
50,NAINWA                                            ,Cereals,2017-01-04 15:25:22.470,Barley (Jau),BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
51,NAINWA                                            ,Condiments and Spices,2017-01-04 15:35:16.720,Fennel,BUNDI,USE HEXACONAZOLE 5% EC 1 LITER PER HA WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT IN SMALL FENAL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
52,NAINWA                                            ,Pulses,2017-01-04 15:56:27.630,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER,tell me insect control gram,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
53,KESHORAIPATAN                                     ,Cereals,2017-01-04 15:56:49.037,Wheat,BUNDI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
54,HINDOLI                                           ,Others,2017-01-04 16:06:21.973,Others,BUNDI,NO RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
55,HINDOLI                                           ,Pulses,2017-01-04 16:31:00.977,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN GRAM ?,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
56,HINDOLI                                           ,Vegetables,2017-01-04 16:58:33.553,Pea (Vegetable),BUNDI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN PEA,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
57,HINDOLI                                           ,Pulses,2017-01-04 17:01:19.597,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BUNDI,USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN GRAM ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
58,HINDOLI                                           ,Cereals,2017-01-04 19:47:58.803,Wheat,BUNDI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
