,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,SHEOGANJ                                          ,Others,2017-01-01 15:10:01.723,Others,SIROHI,NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
1,PINDWARA                                          ,Condiments and Spices,2017-01-01 16:15:49.017,Fenugreek,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME BLITES CONTROL IN,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
2,PINDWARA                                          ,Cereals,2017-01-01 16:49:09.323,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
3,SIROHI                                            ,Fodder Crops,2017-01-02 09:56:30.380,Guinea Grass,SIROHI,JODHPUR (GRAIN)  GOWAR 3150,TELL ME MARKET RATE OF GUAR ?,Market Information,RABI,AGRICULTURE,RAJASTHAN
4,REODAR                                            ,Vegetables,2017-01-02 10:48:41.863,Potato,SIROHI,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,TELL ME  INSECT CONTROL IN POTATO,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
5,ABU ROAD                                          ,Condiments and Spices,2017-01-02 13:17:22.800,Fennel,SIROHI,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,TELL ME FUNGES CONTROL OF FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
6,SHEOGANJ                                          ,Others,2017-01-02 15:20:41.040,Others,SIROHI,NO RAIN RAINFALL POSSIBILITE IN 5 DAYS IN YOUR DISTIC,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
7,REODAR                                            ,Cereals,2017-01-02 16:02:24.290,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
8,SHEOGANJ                                          ,Condiments and Spices,2017-01-02 17:47:15.200,Fennel,SIROHI,SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER,TELL ME TREATMENT IN CUMIN TO PROTECT FROM FROST,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
9,SHEOGANJ                                          ,Condiments and Spices,2017-01-02 17:57:22.743,Fennel,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME FUNGS DIEASE FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
10,SHEOGANJ                                          ,Cereals,2017-01-02 19:08:59.150,Wheat,SIROHI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT IN WHEAT ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
11,REODAR                                            ,Others,2017-01-03 11:02:02.300,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
12,REODAR                                            ,Others,2017-01-04 09:52:34.683,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
13,SHEOGANJ                                          ,Condiments and Spices,2017-01-04 18:55:58.773,Cumin,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
14,SHEOGANJ                                          ,Condiments and Spices,2017-01-05 10:32:20.910,Cumin,SIROHI,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
15,SIROHI                                            ,Others,2017-01-05 10:53:24.157,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
16,SHEOGANJ                                          ,Others,2017-01-05 14:47:37.453,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS AND  CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
17,REODAR                                            ,Others,2017-01-05 16:01:13.657,Others,SIROHI,CONTACT NUMBER OF BEEKEEPING TRAINING CENTRE BHARATPUR- 9414222347,TELL ME CONTACT NUMBER OF BEEKEEPING TRAINING CENTRE,Weather,RABI,AGRICULTURE,RAJASTHAN
18,PINDWARA                                          ,Others,2017-01-05 17:59:34.170,Others,SIROHI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME WEED CONTROL WHEAT,Weather,RABI,AGRICULTURE,RAJASTHAN
19,SIROHI                                            ,Others,2017-01-05 20:45:21.710,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
20,PINDWARA                                          ,Others,2017-01-06 08:10:53.410,Others,SIROHI,MAY BE RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME WEATHER INFORMETION,Weather,RABI,AGRICULTURE,RAJASTHAN
21,PINDWARA                                          ,Condiments and Spices,2017-01-06 09:32:34.353,Fennel,SIROHI,SPRAY OF MENCOZEB 2 GM PER LITER WATER,TELL ME FUNGES CONTROL OF FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
22,SHEOGANJ                                          ,Others,2017-01-06 10:34:56.077,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
23,SIROHI                                            ,Others,2017-01-06 12:43:25.080,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
24,SIROHI                                            ,Others,2017-01-06 16:40:06.850,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
25,PINDWARA                                          ,Cereals,2017-01-06 18:02:01.150,Barley (Jau),SIROHI,SPRAY OF TEBUCONAZOLE 1 ML PER LITER WATER,TELL ME ABOUT LOOSE SMUT  CONTROL IN BARLEY,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
26,PINDWARA                                          ,Cereals,2017-01-06 18:44:24.360,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
27,SIROHI                                            ,Others,2017-01-07 07:42:32.450,Others,SIROHI,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
28,PINDWARA                                          ,Condiments and Spices,2017-01-07 15:24:22.677,Cumin,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME DISEASE CONTROL IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
29,SIROHI                                            ,Cereals,2017-01-07 18:53:32.847,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
30,PINDWARA                                          ,Others,2017-01-08 08:04:41.570,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
31,SIROHI                                            ,Animal,2017-01-08 10:51:39.713,POULTRY  FARM ,SIROHI,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,Livestock Products Processing and Packaging,RABI,ANIMAL HUSBANDRY,RAJASTHAN
32,REODAR                                            ,Others,2017-01-08 13:28:15.710,Others,SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
33,SHEOGANJ                                          ,Condiments and Spices,2017-01-08 14:56:12.307,Cumin,SIROHI,SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER,TEL ME FROST CONTROL IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
34,SHEOGANJ                                          ,Condiments and Spices,2017-01-08 15:31:07.210,Cumin,SIROHI,SPRAY OF THIOUREA 0.5 GM PER LITER WATER,TELL ME ABOUT WINTER CONTROL IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
35,REODAR                                            ,Others,2017-01-08 15:36:18.080,Others,SIROHI,"SUBSIDY ON GREEN HOUSE= 50% OF TOTAL COST,MAXIMUM 4000 Sq M AREA",TELL ME ABOUT SUBSIDY IN GREEN HOUSE ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
36,REODAR                                            ,Others,2017-01-08 15:40:20.800,Others,SIROHI,NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
37,REODAR                                            ,Vegetables,2017-01-08 15:51:32.753,Potato,SIROHI,SPRAY OF MENCOJEB 2GM PAR LITAR WATER,TELL ME LATE BLIGHT CONTROL IN POTETO ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
38,REODAR                                            ,Vegetables,2017-01-08 19:59:36.930,Potato,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME ABOUT DISEASE CONTROL IN POTATO,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
39,SHEOGANJ                                          ,Condiments and Spices,2017-01-09 11:00:34.430,Garlic,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
40,REODAR                                            ,Fruits,2017-01-09 12:23:34.627,Pomegranate,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
41,REODAR                                            ,Others,2017-01-09 12:50:10.890,Others,SIROHI,THANX FOR CALLING KISAAN CALL CENTER,FOR CALLING KISAAN CALL CENTER,Cultural Practices	,RABI,AGRICULTURE,RAJASTHAN
42,SIROHI                                            ,Condiments and Spices,2017-01-09 12:54:30.643,Fennel,SIROHI,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,TELL ME FUNGES CONTROL OF FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
43,SHEOGANJ                                          ,Others,2017-01-09 13:12:26.553,Others,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME DISEASE CONTROL IN CUMIN ?,Cultural Practices	,RABI,AGRICULTURE,RAJASTHAN
44,REODAR                                            ,Condiments and Spices,2017-01-09 14:29:50.923,Fennel,SIROHI,SPRAY OF MENCOZEB 2 GM/LITRE,TELL ME FUNGAL CONTROL IN FENNAL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
45,SIROHI                                            ,Others,2017-01-09 17:55:23.527,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT SKY CLOUDLY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
46,SIROHI                                            ,Cereals,2017-01-09 20:37:19.197,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
47,ABU ROAD                                          ,Others,2017-01-10 10:15:49.997,Others,SIROHI,THANX FOR CALLING KISAAN CALL CENTER,FOR CALLING KISAAN CALL CENTER,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
48,SIROHI                                            ,Others,2017-01-10 12:08:22.280,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDLY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
49,REODAR                                            ,Vegetables,2017-01-10 12:46:23.097,Watermelon,SIROHI,FEB-MARCH MONTH.,TELL ME WATERMELON SOWING TIME.,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
50,REODAR                                            ,Vegetables,2017-01-10 12:46:24.183,Watermelon,SIROHI,FEB-MARCH MONTH.,TELL ME WATERMELON SOWING TIME.,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
51,SHEOGANJ                                          ,Condiments and Spices,2017-01-11 08:13:21.380,Cumin,SIROHI,SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING,TELL ME ABOUT FROST SAVING,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
52,REODAR                                            ,Others,2017-01-11 09:16:48.837,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
53,SHEOGANJ                                          ,Others,2017-01-11 10:45:00.943,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
54,SIROHI                                            ,Condiments and Spices,2017-01-11 16:14:31.247,Cumin,SIROHI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
55,SHEOGANJ                                          ,Condiments and Spices,2017-01-12 08:29:00.037,Fennel,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME ABOUT BLACK LEAVES CONTROL IN FENNEL ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
56,SHEOGANJ                                          ,Condiments and Spices,2017-01-12 09:15:45.000,Cumin,SIROHI,SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER,TELL ME TREATMENT IN CUMIN TO PROTECT FROM FROST,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
57,REODAR                                            ,Condiments and Spices,2017-01-12 09:16:39.867,Fennel,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME APHID CONTROL IN FENNEL ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
58,SHEOGANJ                                          ,Others,2017-01-12 10:30:47.630,Others,SIROHI,NO  RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
59,SHEOGANJ                                          ,Others,2017-01-12 10:36:41.637,Others,SIROHI,NO  RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
60,PINDWARA                                          ,Others,2017-01-12 11:59:03.867,Others,SIROHI,SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING,TELL ME ABOUT FROST SAVING,Weather,RABI,AGRICULTURE,RAJASTHAN
61,REODAR                                            ,Animal,2017-01-12 13:17:25.253,"Bovine(Cow,Buffalo)",SIROHI,"JOINT DIRECTOR, SIROHI Dr. Indra Singh Nehra(stay) Dr.
Bhaskar Chaudhary
98293-22573",TELL ME ANIMAL HUSBANDARY CONT. NO. ?,Animal Nutrition,RABI,ANIMAL HUSBANDRY,RAJASTHAN
62,REODAR                                            ,Oilseeds,2017-01-12 17:14:59.580,Mustard,SIROHI,SPAY OF THOIOUREA .5 GM/LITRE,TELL ME FROST CONTROL IN MUSTARD,Fertilizer Use and Availability,RABI,AGRICULTURE,RAJASTHAN
63,REODAR                                            ,Others,2017-01-12 17:55:28.127,Others,SIROHI,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT,Weather,RABI,AGRICULTURE,RAJASTHAN
64,REODAR                                            ,Others,2017-01-12 17:55:33.253,Others,SIROHI,,TELL ME MICRO NUTRIENT MANAGEMENT,Weather,RABI,AGRICULTURE,RAJASTHAN
65,SHEOGANJ                                          ,Others,2017-01-12 18:04:43.560,Others,SIROHI,CONTECT IN GRAM PANCHAYAT.,I WANT TO BHAMASAHA RELATED KNOWLEDGE.,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
66,SIROHI                                            ,Others,2017-01-12 19:10:23.753,Others,SIROHI,SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER,TELL ME TREATMENT IN CUMIN TO PROTECT FROM FROST,Weather,RABI,AGRICULTURE,RAJASTHAN
67,SIROHI                                            ,Condiments and Spices,2017-01-13 12:20:42.683,Fenugreek,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL OF METHI,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
68,SIROHI                                            ,Others,2017-01-13 13:18:32.050,Others,SIROHI,THANX FOR CALLING KISAAN CALL CENTER,FOR CALLING KISAAN CALL CENTER,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
69,SHEOGANJ                                          ,Condiments and Spices,2017-01-13 14:15:49.183,Cumin,SIROHI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN JEERA,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
70,SIROHI                                            ,Condiments and Spices,2017-01-13 14:32:55.850,Cumin,SIROHI,SPRAY OF WETTEBLE SULPHUR 80% WDG 2 GM PER LITER WATER,TELL ME TREATMENT IN CUMIN TO PROTECT FROM FROST ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
71,SIROHI                                            ,Oilseeds,2017-01-13 19:28:45.550,Mustard,SIROHI,SPRAY OF THIOUREA .5 GM/LYTRE,TEL ME FROST CNTROL IN MUSTARD,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
72,SIROHI                                            ,Others,2017-01-13 19:40:54.087,Others,SIROHI,N0 RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
73,SIROHI                                            ,Cereals,2017-01-13 19:42:02.363,Wheat,SIROHI,SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING,TELL ME ABOUT FROST SAVING,Weather,RABI,AGRICULTURE,RAJASTHAN
74,SIROHI                                            ,Cereals,2017-01-13 20:14:25.440,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
75,SHEOGANJ                                          ,Condiments and Spices,2017-01-14 09:12:18.390,Cumin,SIROHI,SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING,TELL ME ABOUT FROST SAVING IN CUMIN ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
76,SHEOGANJ                                          ,Cereals,2017-01-14 09:12:23.460,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
77,SHEOGANJ                                          ,Others,2017-01-14 11:01:31.947,Others,SIROHI,TOMOROW MAY BE LIGHT RAIN,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
78,REODAR                                            ,Others,2017-01-14 11:49:52.020,Others,SIROHI,Dr.Ashok Kumar Saxena	Dy. Director		2972	222364,TELL ME ANIMAL DEPTT. INFO ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
79,SIROHI                                            ,Others,2017-01-14 16:22:12.843,Others,SIROHI,RAIN FALL MAY BE 15 JAN.,TELL ME RAIN FALL INFORAMATION.,Weather,RABI,AGRICULTURE,RAJASTHAN
80,SHEOGANJ                                          ,Condiments and Spices,2017-01-14 18:04:03.570,Cumin,SIROHI,use of carbandazim 250 gm/bigha,tell me black rot control in cumin,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
81,SIROHI                                            ,Oilseeds,2017-01-14 19:28:43.480,Mustard,SIROHI,USE MALATHIAN 50% EC SOLUTION (2 ML PER LITER WATER) IN HOLE OF STEM,TELL ME PEST COONTROL IN MUSTARD,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
82,SIROHI                                            ,Condiments and Spices,2017-01-15 10:39:52.940,Ginger,SIROHI,MAY-JUN SOWING TIME OF GINGER,TELL ME ABOUT SOWING TIME OF GINGER ?,Cultural Practices,RABI,HORTICULTURE,RAJASTHAN
83,PINDWARA                                          ,Fodder Crops,2017-01-15 11:30:32.820,Guar,SIROHI,"VARIETY OF GUAR = RGC-1066, RGC-936, RGC-1017, RGC 1055, RGC 1038, HG-365, HG 2-20",TELL ME VARIETY OF GUAR,Varieties,RABI,AGRICULTURE,RAJASTHAN
84,SIROHI                                            ,Condiments and Spices,2017-01-15 12:37:27.500,Cumin,SIROHI,SPRAY SOLUBLE NPK  18:18:18GRADE 10 GM/LTR WATER,TELL ME CUMIN GROWTH AFFACTED,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
85,SIROHI                                            ,Condiments and Spices,2017-01-16 09:58:52.960,Cumin,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME DISEASE CONTROL IN CUMIN,Spices and Condiment Crops,RABI,HORTICULTURE,RAJASTHAN
86,ABU ROAD                                          ,Others,2017-01-16 11:35:04.487,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
87,ABU ROAD                                          ,Beekeeping,2017-01-16 11:55:45.867,Beekeeping,SIROHI,CONTACT NUMBER OF BEEKEEPING TRAINING CENTRE BHARATPUR- 9414222347,TELL ME CONTACT NUMBER OF BEEKEEPING TRAINING CENTRE BHARATPUR,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
88,PINDWARA                                          ,Others,2017-01-16 15:02:42.010,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
89,SIROHI                                            ,Condiments and Spices,2017-01-16 17:28:37.997,Cumin,SIROHI,SPRAY OF THIOUREA 0.5 GM PER LITER WATER,TELL ME ABOUT FROST SAVING IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
90,PINDWARA                                          ,Cereals,2017-01-16 18:43:42.773,Wheat,SIROHI,NO RAINFALL NEXT FIVE DAYS,TELL ME WEAHTER INFORMATION,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
91,SHEOGANJ                                          ,Animal,2017-01-17 13:19:48.940,"Bovine(Cow,Buffalo)",SIROHI,ANIMAL CONTACT  NO.  1800 180 6224,TELL  ME  ANIMAL CONTACT  NO.,Animal Nutrition,RABI,ANIMAL HUSBANDRY,RAJASTHAN
92,REODAR                                            ,Others,2017-01-17 16:34:23.283,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
93,REODAR                                            ,Condiments and Spices,2017-01-17 21:14:44.203,Fennel,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
94,ABU ROAD                                          ,Cereals,2017-01-18 16:31:52.817,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
95,SIROHI                                            ,Fruits,2017-01-18 19:11:11.567,Citrus,SIROHI,"FERTILIZER IN LEMON OF 5 YRS. FYM= 15 KG, UREA= 100 GM, DAP= 100 GM, MOP= 100 GM PER PLANT",tell me FERTILIZER IN LEMON,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
96,REODAR                                            ,Oilseeds,2017-01-19 14:09:28.193,"Castor (Rehri, Rendi, Arandi) ",SIROHI,USE HEXACONAZOLE 5% EC 1 LITER PER HA WITH IRRIGATION,TELL ME CONTROL OF COLLAR ROT IN CASTOR,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
97,SHEOGANJ                                          ,Others,2017-01-19 15:20:44.130,Others,SIROHI,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,Weather,RABI,AGRICULTURE,RAJASTHAN
98,SHEOGANJ                                          ,Condiments and Spices,2017-01-19 15:51:34.750,Cumin,SIROHI,SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING,TELL ME ABOUT FROST SAVING IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
99,SIROHI                                            ,Condiments and Spices,2017-01-19 16:54:12.503,Cumin,SIROHI,USE HEXACONAZOLE 5% EC 1 LITER PER HA WITH IRRIGATION,TELL ME JULSA DIEASE CONTROL IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
100,PINDWARA                                          ,Condiments and Spices,2017-01-19 17:24:50.007,Fennel,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
101,ABU ROAD                                          ,Cereals,2017-01-20 10:07:48.437,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
102,ABU ROAD                                          ,Others,2017-01-20 10:36:51.557,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
