,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,DEPALPUR,Vegetables,2017-01-01 08:47:12.407,Potato,INDORE,RECOMMENDED FOR SPRAY TO MENCOZEB + CARBENDAZIM 35-40 GRAM/PUMP,HOW TO CONTROL FUNGGAL ATTACK IN CHILLI?,	Plant Protection	,KHARIF,HORTICULTURE,MADHYA PRADESH
1,SANWER,Vegetables,2017-01-01 09:02:00.133,Potato,INDORE,Recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,Farmer wants to know information about How to control of fungal attack in Potato crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
2,DEPALPUR,Condiments and Spices,2017-01-01 09:34:58.027,Garlic,INDORE,Recommended for Spray Daiphenthuran (Pegasas) 10 to 15 gram at per pump.,Farmer need information regarding control measures of white fly in garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
3,DEPALPUR,Others,2017-01-01 09:44:52.997,Others,INDORE,Recommended for to control of flower and fruit drop spray planofix 5 ml per pump,Farmer wants to know information about control of flower and fruit  drop?,	Plant Protection	,KHARIF,AGRICULTURE,MADHYA PRADESH
4,MHOW,Condiments and Spices,2017-01-01 10:11:17.783,Garlic,INDORE,"recommended to control sucking pest in garlic crop imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml  in 15 liter of water.",Farmer needs information regarding how to control sucking pest in garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
5,DEPALPUR,Beekeeping,2017-01-01 12:07:21.640,Beekeeping,INDORE,"Dear farmer for information about beekeeping please contact Dr. M. Parihar sir, morena, 07532-234426",Farmer needs information regarding beekeeping ?,Market Information,RABI,AGRICULTURE,MADHYA PRADESH
6,SANWER,Cereals,2017-01-01 12:12:34.967,Wheat,INDORE,Recommended for Spray of Troijofos 40 EC 1000 Ml. / hac.,Farmer need information regarding control measures of caterpillars in wheat crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
7,SANWER,Cereals,2017-01-01 12:17:01.603,Wheat,INDORE,Recommended for N: P: K 0:52:34 1 kg at per Acer,How to increase size and production in wheat crop?,Fertilizer Use and Availability,RABI,AGRICULTURE,MADHYA PRADESH
8,INDORE,Others,2017-01-01 12:34:23.053,Others,INDORE,Recommended for to know about govt. schemes please contact rural agriculture extension officer ..,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
9,DEPALPUR,Others,2017-01-01 12:37:16.240,Others,INDORE,"weather will be no chance for rainfall in next 10days in your  district.             
    |",Farmer wants to knows information about weather forecasting in district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
10,INDORE,Cereals,2017-01-01 12:45:45.157,Wheat,INDORE,"Recommended for To know information about agriculture insurance contact to your nearest bank & dial 0755-4218901, 4218902, 4218903",Farmer wants to know information about agriculture insurance?,Crop Insurance,RABI,AGRICULTURE,MADHYA PRADESH
11,MHOW,Cereals,2017-01-01 13:50:16.440,Wheat,INDORE,Recommended for control of fungal attack spray carbendazim 12% + mancozeb 63% 40gm/pump and streptocyclin 2 gram at 15 liter of water,Farmer needs information regarding How to control of fungal attack in wheat crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
12,MHOW,Condiments and Spices,2017-01-01 13:52:56.180,Garlic,INDORE,"?	Spray dimethoate 30 EC 500 ml/ha ór 30 ml per pump 
?	Spray Methyl demeton (metasystox 25 ec) 25 EC@ 500 ml/ha or 25 to 30 ml per pump.
?	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",Farmer needs information regarding how to control sucking pest in  garlice    crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
13,DEPALPUR,Cereals,2017-01-01 13:59:07.833,Wheat,INDORE,"Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",Farmer needs information regarding how to control sucking pest in  garlic    crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
14,MHOW,Cereals,2017-01-01 15:05:35.063,Wheat,INDORE,Ans:- recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer want to know information about  how to increase growth of wheat crop ?,Nutrient Management,RABI,AGRICULTURE,MADHYA PRADESH
15,DEPALPUR,Condiments and Spices,2017-01-01 16:09:59.627,Garlic,INDORE,recommended for to control sucking pest in garlic crop spray fipronil@ 25 ml at 15 liter of water.,faremr want to know about information control sucking pest in garlic crop ?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
16,DEPALPUR,Others,2017-01-01 18:13:46.777,Others,INDORE,"Indore
10 day forecast
Today Clear
Hi: +28°
Lo: +12°
W 4 m/s Details
Tomorrow Clear
Hi: +26°
Lo: +10°
N 3 m/s Details
Tue Jan 3 Clear
Hi: +26°
Lo: +12°
E 3 m/s Details
Wed Jan 4 Clear
Hi: +27°
Lo: +13°
S 3 m/s Details
Thu Jan 5 Clear
Hi: +28°
Lo: +11°
W 1 m/s Details
Fri Jan 6 Clear
Hi: +28°
Lo: +13°
W 4 m/s Details
Sat Jan 7 Clear
Hi: +27°
Lo: +11°
W 3 m/s Details
Sun Jan 8 Clear
Hi: +25°
Lo: +9°
N 3 m/s Details
Mon Jan 9 Clear
Hi: +24°
Lo: +8°
N 3 m/s Details
Tue Jan 10 Clear
Hi: +25°
Lo: +9°
N 3 m/s Details",Farmer wants to know information about weather in indore district ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
17,SANWER,Flowers,2017-01-01 18:50:44.810,Rose,INDORE,Recommended  for to control of powdery mildew attack in rose crop 20 K. G. Sulfur powder or  Dainokep Kerathen 30 LC @750 ml  Consisting of water spray per ha |,Farmer  wants  to know information about How to control of powdery mildew attack in rose crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
18,SANWER,Vegetables,2017-01-01 18:52:43.950,Potato,INDORE,"Bramhastra-  10 liter cow urin, 3 kg neem leaf, 2 kg pongamia leaf, k kg  custerd apple leaf, 2 kg bel leaf, 2 kg castor leaf and 2 kg dhatura leaf
Recipes:- none of these five ingredients to mix all the ingredients in urine boiled in a clay pot put on the fire when approaching the four-boiled 48 hours in shade to cool off from the fire. Then cloth to filter storage.
Duration of use: Use -bramhastra six months now.
Note: Please storage in a clay pot. Urine do not keep metal utensils.
Spraying: One acre 3 to 4 liters to 100 liters of water mixed spraying Brahmastra.",Farmer needs information regarding control measures of pest in potato crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
19,INDORE,Others,2017-01-01 18:58:34.857,Others,INDORE,spray of sulfosulfuron 13.5 gram/acre.,How  to control of weeds in wheat crop?,Weed Management,RABI,AGRICULTURE,MADHYA PRADESH
20,DEPALPUR,Vegetables,2017-01-01 19:26:24.370,Onion,INDORE,Ans:- recommended for foliar application of 0:52:34 water soluble fertilizer @ 100 gm/pump.,Farmer want to know information about  how to increase growth of onion?,Nutrient Management,RABI,HORTICULTURE,MADHYA PRADESH
21,DEPALPUR,Others,2017-01-01 20:46:54.500,Others,INDORE,Recommended for to know about govt. schemes of horticulture please contact rural horticulture extension officer.,Farmer wants to know information about govt. schemes owf horticulture?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
22,INDORE,Others,2017-01-02 08:04:00.770,Others,INDORE,No rainfall within 5 days in your district.,Weather forecasting for Indore district of Madhya Pradesh?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
23,SANWER,Others,2017-01-02 09:34:50.147,Others,INDORE,We have activated the SMS facility of on your mobile Number.,Want to registration of SMS on My Mobile Number?,Market Information,RABI,AGRICULTURE,MADHYA PRADESH
24,DEPALPUR,Others,2017-01-02 10:07:31.493,Others,INDORE,Recommended for according meteorology department No Chance of rainfall for next 5 days and weather may be cloudy in your district.,Farmer wants to know information about weather of their indore district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
25,DEPALPUR,Condiments and Spices,2017-01-02 10:56:29.207,Garlic,INDORE,Recommended for to control shoot borer in garlic crop spray cartap hydrochloride 50% sp @300-400gm/acer,Farmer wants to know information about how to control borer in garlic  crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
26,DEPALPUR,Others,2017-01-02 11:02:21.853,Others,INDORE,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
27,DEPALPUR,Others,2017-01-02 11:06:16.693,Others,INDORE,No chance for rainfall in next 7 days in your indore,Farmer needs information regarding weather information for indore district Madhya pradesh state?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
28,DEPALPUR,Others,2017-01-02 11:17:04.040,Others,INDORE,"Chikoos(Sapota)	4.2	Tonnes	NR	Sapota	Large	1500	3000	2500	Rs/Quintal
	Ginger(Dry)	9	Tonnes		Big/Thick	FAQ	800	1600	1200	Rs/Quintal
	Green Chilli	99.2	Tonnes		Green Chilly	FAQ	600	1500	1000	Rs/Quintal
	Onion	445	Tonnes		Onion	FAQ	150	875	625	Rs/Quintal
	Papaya	16	Tonnes		Papaya	Large	400	1000	600	Rs/Quintal
	Pomegranate	7	Tonnes		Other	Large	2000	7000	4000	Rs/Quintal
	Potato	226.2	Tonnes		Desi	FAQ	200	750	550	Rs/Quintal
	Tomato	99.1	Tonnes		Deshi	FAQ	150	400	300	Rs/Quintal",farmer want to know information about weather forcast in  indore  district?,Storage,KHARIF,AGRICULTURE,MADHYA PRADESH
29,DEPALPUR,Others,2017-01-02 11:32:56.220,Others,INDORE,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
30,INDORE,Others,2017-01-02 12:15:44.040,Others,INDORE,Recommended for according meteorology department No Chance of rainfall for next 5 days and weather may be cloudy in your district.,Farmer wants to know information about weather of their  indore district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
31,DEPALPUR,Condiments and Spices,2017-01-02 12:40:53.130,Garlic,INDORE,"to control sucking pest in garlic crop imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",Farmer needs information regarding how to control sucking pest in garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
