,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KALAPIPAL                                         ,Others,2017-01-01 09:05:32.637,Others,SHAJAPUR,Recommended for Please contact your RAEO,Agriculture government schemes information?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
1,KALAPIPAL                                         ,Condiments and Spices,2017-01-01 09:11:19.353,Garlic,SHAJAPUR,Recommended for Spray Dimethoate 30%EC (Rogar) 30 ml per pump.,Farmer need information regarding control measures of white fly in garic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
2,SHUJALPUR                                         ,Condiments and Spices,2017-01-01 10:15:05.840,Garlic,SHAJAPUR,"?	Spray dimethoate 30 EC 500 ml/ha ór 30 ml per pump 
?	Spray Methyl demeton (metasystox 25 ec) 25 EC@ 500 ml/ha or 25 to 30 ml per pump.
?	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",Farmer needs information regarding how to control sucking pest in  garlic     crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
3,NALKHEDA                                          ,Condiments and Spices,2017-01-01 10:41:35.413,Garlic,SHAJAPUR,Recommended for N: P: K 0:52:34 1 kg at per Acer,How to increase size and production in garlic crop?,Fertilizer Use and Availability,RABI,HORTICULTURE,MADHYA PRADESH
4,NALKHEDA                                          ,Condiments and Spices,2017-01-01 10:55:10.103,Garlic,SHAJAPUR,Recommended for N: P: K 0:52:34 (momo potassium phosphate) 1 kg at per Acer or 100 gram per pump,Farmer needs information regarding how to increase growth of gralic crop?,Fertilizer Use and Availability,RABI,HORTICULTURE,MADHYA PRADESH
5,SHUJALPUR                                         ,Cereals,2017-01-01 11:03:43.183,Wheat,SHAJAPUR,"Recommended for Mut cow_Gumutr, in the sun can be filled in the glass vial. The old Gumutr would be much more effective. 12-15 ml Gumutr per liter mixed with water, 15 days after sowing in crop sprayer pump, each of the 10 day spraying crops resistant to disease and insects are less likely to develop outbreak.",Farmer wants to know about organic pesticide?,Bio-Pesticides and Bio-Fertilizers,RABI,AGRICULTURE,MADHYA PRADESH
6,NALKHEDA                                          ,Pulses,2017-01-01 11:06:35.563,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SHAJAPUR,Recommended for control of fungal attack spray carbendazim 12% + mancozeb 63% 40gm/pump and streptocyclin 2 gram at 15 liter of water,Farmer needs information regarding How to control of fungal attack in gram crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
7,BAROD                                             ,Oilseeds,2017-01-01 11:19:22.923,Soybean (bhat),SHAJAPUR,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Weather,KHARIF,AGRICULTURE,MADHYA PRADESH
8,SHAJAPUR                                          ,Cereals,2017-01-01 11:36:49.203,Wheat,SHAJAPUR,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,	Plant Protection	,KHARIF,AGRICULTURE,MADHYA PRADESH
9,BAROD                                             ,Others,2017-01-01 11:38:58.477,Others,SHAJAPUR,"Shajapur 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 12°C on Tue night). Wind will be generally light.",Farmer needs information regarding for shajapur dist. of state madhya pradesh ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
10,AGAR                                              ,Cereals,2017-01-01 11:56:40.237,Wheat,SHAJAPUR,Recommended for to control of fungal attack spray carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,Farmer wants to know information about how to control of fungal attack in wheat crop?,	Plant Protection	,KHARIF,AGRICULTURE,MADHYA PRADESH
11,SHUJALPUR                                         ,Others,2017-01-01 12:13:51.360,Others,SHAJAPUR,Recommended for to know about govt. schemes please contact rural agriculture extension officer,Farmer wants to know information about govt. schemes?,	Plant Protection	,KHARIF,AGRICULTURE,MADHYA PRADESH
12,SHUJALPUR                                         ,Condiments and Spices,2017-01-01 12:16:42.597,Garlic,SHAJAPUR,Recommended for to control sucking pest in garlic crop spray imedachlorprid 5-7 ml at 15 liter of water.,Farmer wants to know information about how to control sucking pest in garlic  crop  ?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
