,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,WARASEONI                                         ,Vegetables,2017-01-01 11:10:54.590,Brinjal,BALAGHAT,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,Farmer  wants to know information about How to control of fungal attack in  brinjal  crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
1,KIRNAPUR                                          ,Others,2017-01-01 18:13:19.130,Others,BALAGHAT,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
2,LANJI                                             ,Others,2017-01-01 21:14:23.763,Others,BALAGHAT,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
3,LALBARRA                                          ,Others,2017-01-02 06:13:07.010,Others,BALAGHAT,Chance for no rainfall next 5 days in your district.,Farmer wants to know information about weather ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
4,BALAGHAT                                          ,Cereals,2017-01-02 08:14:25.323,Paddy (Dhan),BALAGHAT,"Pant Sarju -4 -52 35 9 etc. Narendra Aikark-36.
2 rice seeds soaked in water purification and drying the seeds for 12 hours in nursery sow.",farmer want to know information about weather forcast in district?,Fertilizer Use and Availability,KHARIF,AGRICULTURE,MADHYA PRADESH
5,WARASEONI                                         ,Others,2017-01-02 08:56:48.873,Others,BALAGHAT,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
6,WARASEONI                                         ,Flowers,2017-01-02 09:09:59.193,Marigold,BALAGHAT,"Th time of planting

Rain

Mid June -

mid July

cold

Mid - September

Mid October -

heat

Jan - Feb

Feb - March",farmer want to know time of planting of marigold crop?,Field Preparation,RABI,HORTICULTURE,MADHYA PRADESH
7,LANJI                                             ,Others,2017-01-02 11:41:07.040,Others,BALAGHAT,According to metrology department of India there is No chance of rainfall for next week for dist,Farmer wants to know information about weather in balaghat district,Weather,RABI,AGRICULTURE,MADHYA PRADESH
8,PARASWADA                                         ,Others,2017-01-02 15:02:06.190,Others,BALAGHAT,for next 10 days no chances of rainfall in your district,farmer wants to know information about weather for his district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
9,WARASEONI                                         ,Pulses,2017-01-02 15:18:23.227,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BALAGHAT,Recommended for Upon the outbreak of the standing crop termites cloropayriphos 20 EC 500 ml with irrigation water per acre to the drug. Ardhsincit land above the amount of drug dissolved in 3 liters of water mixed with 50 kg of sand spread on the farm Lgaven water.,Farmer need information regarding control measures of termite attack in chick pea crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
10,BAIHAR                                            ,Others,2017-01-03 06:58:16.107,Others,BALAGHAT,No chance for rainfall in next 7 days in your area.but  balaghat weather will be cloudy.,Farmer needs information regarding weather for balaghat district ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
11,BIRSA                                             ,Others,2017-01-03 13:08:15.793,Others,BALAGHAT,"Balaghat 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 29°C on Thu afternoon, min 12°C on Thu night). Wind will be generally light.",farmer want to know information about weather in balaghat district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
12,LALBARRA                                          ,Others,2017-01-04 07:25:17.147,Others,BALAGHAT,recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..,farmer want to know information about govt. schemes of horticulture ?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
13,PARASWADA                                         ,Plantation Crops,2017-01-04 13:06:02.850,Arecanut,BALAGHAT,"Season
June – December is found to be the optimum.",sowing time in arecanut crop ?,Cultural Practices,RABI,HORTICULTURE,MADHYA PRADESH
14,LANJI                                             ,Others,2017-01-04 14:15:28.013,Others,BALAGHAT,Recommended for to know about govt. schemes of horticulture please contact rural horticulture extension officer.,Farmer wants to know information about govt. schemes of horticulture?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
15,KATANGI                                           ,Others,2017-01-04 18:00:17.197,Others,BALAGHAT,Recommended for to know about govt. schemes of horticulture please contact rural horticulture extension officer.,Farmer wants to know information about govt. schemes of horticulture?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
16,BALAGHAT                                          ,Cereals,2017-01-05 08:10:03.387,Wheat,BALAGHAT,Recommended for Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.,Which fertilizer and nutrient give for better growth in wheat crop?,Fertilizer Use and Availability,RABI,AGRICULTURE,MADHYA PRADESH
17,BALAGHAT                                          ,Sugar and Starch Crops,2017-01-05 08:12:08.650,Sugarcane (Noble Cane),BALAGHAT,Recommended for Upon the outbreak of the standing crop termites cloropayriphos 20 EC 500 ml with irrigation water per acre to the drug. Ardhsincit land above the amount of drug dissolved in 3 liters of water mixed with 50 kg of sand spread on the farm Lgaven water.,Farmer need information regarding control measures of termite attack in sugarcane crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
18,WARASEONI                                         ,Others,2017-01-05 08:42:42.077,Others,BALAGHAT,no chance of rainfall for next five days in your district.,farmer want to know information about weather in balaghat district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
19,LALBARRA                                          ,Fruits,2017-01-05 13:02:12.660,Lemon,BALAGHAT,spray planofix 7ml. per 15 liter of water.spray,farmer want to know information about flower droop in lemon?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
20,WARASEONI                                         ,Oilseeds,2017-01-05 13:37:33.023,Mustard,BALAGHAT,Recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 ram at 15 liter of water.,Farmer  wants to know information about How to control of fungal attack in mustard   crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
21,KIRNAPUR                                          ,Cereals,2017-01-05 15:06:30.277,Wheat,BALAGHAT,"recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root intiation : 15-20 DAS 
III- Active tillering stage : 35-40 DAS
IV- Flowering stage : 50-55 DAS
V- Grain filling stage : 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.",farmer want to know information about WATER MANAGEMENT in wheat?,	Water Management	,RABI,AGRICULTURE,MADHYA PRADESH
22,KATANGI                                           ,Vegetables,2017-01-06 08:46:18.753,Onion,BALAGHAT,Recommended for Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.,farmer want to know how to control fungal attack in onion crop?,Cultural Practices,RABI,HORTICULTURE,MADHYA PRADESH
23,WARASEONI                                         ,Pulses,2017-01-07 08:44:44.797,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BALAGHAT,Queenalfos 25 EC@ 1000 ml Spray per ha.,Farmer wants to know information about How to control caterpillars in gram  crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
24,PARASWADA                                         ,Others,2017-01-08 10:39:52.537,Others,BALAGHAT,No chance of rainfall at next 4 days in your district and weather will be cloudy.,Farmer wants to know information about weather forecast?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
25,BALAGHAT                                          ,Others,2017-01-08 12:27:02.680,Others,BALAGHAT,Recommended for know about govt. schemes please contact rural agriculture extension officer (RAEO).,Farmer needs information regarding govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
26,BALAGHAT                                          ,Others,2017-01-08 13:40:02.930,Others,BALAGHAT,"Balaghat 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 29°C on Tue afternoon, min 12°C on Tue night). Wind will be generally light.",Farmer wants to know information about weather forecast ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
27,LANJI                                             ,Others,2017-01-08 14:27:33.733,Others,BALAGHAT,"Today weather is cloudy , chance of  light rainfall in next 3 days in your  balaghat district.",Farmer want to information regarding weather information of   balaghat district of Madhya Pradesh?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
28,PARASWADA                                         ,Others,2017-01-08 16:25:00.880,Others,BALAGHAT,Recommended for according meteorology department no Chance of rainfall for next 5 days in your balaghat district and weather will be cloudy 2-3 days.,Farmer wants to know information about weather of balaghat district?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
29,BALAGHAT                                          ,Others,2017-01-08 17:41:31.547,Others,BALAGHAT,no chance of rainfall next five days in your district,farmer wants to knows information about weather forecasting,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
30,BALAGHAT                                          ,Others,2017-01-08 20:10:19.663,Others,BALAGHAT,Recommended for to increase growth of     crop  foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer wants to know information about how to increase growth of  wheat crop?,Fertilizer Use and Availability,RABI,AGRICULTURE,MADHYA PRADESH
31,PARASWADA                                         ,Cereals,2017-01-09 10:16:09.653,Wheat,BALAGHAT,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,Farmer  wants to know information about How to control of fungal attack in  wheat  crop?,	Plant Protection	,RABI,AGRICULTURE,MADHYA PRADESH
