,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,RATLAM                                            ,Others,2017-01-01 08:14:32.097,Others,RATLAM,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,Farmer wants to know information about govt. schemes?,Government Schemes,RABI,AGRICULTURE,MADHYA PRADESH
1,RATLAM                                            ,Others,2017-01-01 10:08:50.580,Others,RATLAM,"Ratlam 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 14°C on Mon night). Wind will be generally light.",farmer wants to know information about weather ?,Weather,RABI,AGRICULTURE,MADHYA PRADESH
2,RATLAM                                            ,Condiments and Spices,2017-01-01 10:13:05.200,Garlic,RATLAM,Recommended for foliar application of IFFCO 0:52:34water soluble fertilizer @ 100 gm/pump.,Farmer want to know information about  how to increase growth of  garlic ?,Fertilizer Use and Availability,KHARIF,HORTICULTURE,MADHYA PRADESH
3,PIPLODA                                           ,Condiments and Spices,2017-01-01 10:20:43.313,Coriander,RATLAM,Recommended for spray imedachlorprid @5-7 ml/pump,Farmer wants to know information about how to control sucking pest in  coriander ?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
4,RATLAM                                            ,Condiments and Spices,2017-01-01 10:30:30.287,Garlic,RATLAM,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,farmer want to know information about govt. schemes?,Government Schemes,RABI,HORTICULTURE,MADHYA PRADESH
5,JAORA                                             ,Vegetables,2017-01-01 10:46:48.763,Bitter Gourd,RATLAM,For seed treatment-Use recommended dose of carbendazim + thirum (2:1) 3 gram per kg of seed or thirum + carboxin 75 wp 3 gram per kg of seed or Thiamethoxam 78 WG 3 gram per kg of seed or trichoderma virdi 5 gram per kg of seed or Mancozeb or metalexil or kepton fungicide 3 gram per kg of seed.,Farmer needs information regarding seed treatment for bitter gourd  crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
6,PIPLODA                                           ,Others,2017-01-01 10:56:25.500,Others,RATLAM,"Recommended for Mut cow_Gumutr, in the sun can be filled in the glass vial. The old Gumutr would be much more effective. 12-15 ml Gumutr per liter mixed with water, 15 days after sowing in crop sprayer pump, each of the 10 day spraying crops resistant to disease and insects are less likely to develop outbreak.",Farmer wants to know about organic pesticide?,Bio-Pesticides and Bio-Fertilizers,RABI,AGRICULTURE,MADHYA PRADESH
7,RATLAM                                            ,Condiments and Spices,2017-01-01 12:24:15.433,Garlic,RATLAM,Spray N: P: K 00:52:34 100 grams /15 liter of water.,farmer want to know information about Which fertilizer and nutrient give for better growth in garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
8,RATLAM                                            ,Beekeeping,2017-01-01 12:25:45.000,Beekeeping,RATLAM,"Dear farmer for information about beekeeping please contact Dr. M. Parihar sir, morena, 07532-234426",Farmer needs information regarding beekeeping ?,Market Information,RABI,AGRICULTURE,MADHYA PRADESH
9,JAORA                                             ,Condiments and Spices,2017-01-01 12:52:17.883,Garlic,RATLAM,Recommended for Spray Dimethoate 30%EC (Rogar) 30 ml per pump.,Farmer need information regarding control measures of white fly in garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
10,RATLAM                                            ,Others,2017-01-01 13:08:16.207,Others,RATLAM,"Ratlam 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 14°C on Mon night). Wind will be generally light.Ratlam 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Thu afternoon, min 13°C on Thu night). Wind will be generally light.",weathetr,Weather,RABI,AGRICULTURE,MADHYA PRADESH
11,RATLAM                                            ,Vegetables,2017-01-01 13:13:17.080,Pea (Vegetable),RATLAM,Recommended for to control of flower and fruit drop spray phantech 6-8 ml per pump,Farmer wants to know information about control of flower and fruit drop?,Bio-Pesticides and Bio-Fertilizers,RABI,HORTICULTURE,MADHYA PRADESH
12,RATLAM                                            ,Others,2017-01-01 13:14:37.303,Others,RATLAM,Recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer want to know information about  how to increase growth of  kalonji crop?,Fertilizer Use and Availability,JAYAD,AGRICULTURE,MADHYA PRADESH
13,RATLAM                                            ,Condiments and Spices,2017-01-01 13:17:26.280,Fenugreek,RATLAM,Recommended for control of fungal attack in fenugreek crop spray carbandazim + mancozeb 40gm/pump and streptocyclin 2 gram at 15 liter of water,Farmer needs information regarding How to control of fungal attack in fenugreek  crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
14,ALOT                                              ,Cereals,2017-01-01 13:55:34.563,Wheat,RATLAM,Recommended for to increase growth of     crop  foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer wants to know information about how to increase growth of wheat  crop?,Fertilizer Use and Availability,RABI,AGRICULTURE,MADHYA PRADESH
15,JAORA                                             ,Condiments and Spices,2017-01-01 13:57:43.767,Garlic,RATLAM,Recommended for to increase growth of     crop  foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer wants to know information about how to increase growth of  garlic crop?,	Plant Protection	,RABI,HORTICULTURE,MADHYA PRADESH
16,RATLAM                                            ,Cereals,2017-01-01 13:58:10.853,Wheat,RATLAM,Recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,Farmer needs information regarding how to increase growth of wheat?,Fertilizer Use and Availability,RABI,AGRICULTURE,MADHYA PRADESH
17,PIPLODA                                           ,Pulses,2017-01-01 14:16:36.407,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),RATLAM,Spray Plano fix 4 to 5 Ml at 15 liter of water.,How to control flower drop problem in bengal gram crop?,Bio-Pesticides and Bio-Fertilizers,RABI,AGRICULTURE,MADHYA PRADESH
