,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KADAVUR                                           ,Others,2017-01-04 16:31:33.493,Others,KARUR,Recommended for contact number  04324 24 26 50,Asking about Karur agriculture engineering,Agriculture Mechanization	,RABI,AGRICULTURE,TAMILNADU
1,THANTHONI                                         ,Vegetables,2017-01-04 17:03:05.840,Brinjal,KARUR,Recommended for apply urea 42 kg + supper phosphate 125 kg + potash 20 kg /acre,Asking about basal fertilizer management in brinjal,Fertilizer Use and Availability,RABI,HORTICULTURE,TAMILNADU
2,KULITTALAI                                        ,Vegetables,2017-01-04 18:41:41.267,Bhindi(Okra/Ladysfinger),KARUR,"Recommended for May – June, February-March and October - November (Bhendi Hybrid CO 4)MDU 1, Arka Anamika, Arka Abhay and Parbhani Kranti,CO 3, CO BhH 1",Bhendi sowing season and varieties,Cultural Practices,RABI,HORTICULTURE,TAMILNADU
3,KARUR                                             ,Others,2017-01-05 06:40:26.627,Others,KARUR,Recommended for today have no rainfall.,Weather report for Karur,Weather,RABI,AGRICULTURE,TAMILNADU
4,KULITTALAI                                        ,Sugar and Starch Crops,2017-01-05 07:26:42.033,Tapioca (Cassava),KARUR,Recommended for spray daimethoate 2 ml/lit of water,mosaic virus in tapioca,	Plant Protection	,RABI,AGRICULTURE,TAMILNADU
5,KULITTALAI                                        ,Fruits,2017-01-05 08:12:57.420,Banana,KARUR,Recommended for spray profenophos 2 ml+ teepol 1 ml/liter of water.,Cut worm in Banana,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
6,KADAVUR                                           ,Others,2017-01-05 11:25:20.000,Others,KARUR,Recommended for contact to near nationalized bank .,Asking about kissan card information,Crop Insurance,RABI,AGRICULTURE,TAMILNADU
7,THANTHONI                                         ,Vegetables,2017-01-05 12:48:03.633,Watermelon,KARUR,Recommended for apply urea 47 kg / acre 30 days after sowing,Water melon top dressing fertilizer application,Nutrient Management,RABI,HORTICULTURE,TAMILNADU
8,K.PARAMATHY                                       ,Others,2017-01-05 14:07:34.113,Others,KARUR,"Recommended for contact to Soil Testing Laboratory , Karur .Mobile : 9787274211.",Water testing laboratory contact number,Weed Management,RABI,AGRICULTURE,TAMILNADU
9,KULITTALAI                                        ,Others,2017-01-05 14:55:54.510,Others,KARUR,Recommended for today have no rainfall (0 mm).,Karur weather report,Weather,RABI,AGRICULTURE,TAMILNADU
