,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KARIMANGALAM                                      ,Others,2017-01-01 07:57:58.283,Others,DHARMAPURI,Recommended for Dharmapuri Today No Rain Fall (0.0 mm),asking about Dharmapuri weather Report,Weather,JAYAD,AGRICULTURE,TAMILNADU
1,KARIMANGALAM                                      ,Others,2017-01-01 08:16:40.720,Others,DHARMAPURI,Recommended for Dharmapuri Today No Rain Fall (0.0 mm),asking about Dharmapuri weather Report,Weather,JAYAD,AGRICULTURE,TAMILNADU
2,PALAKKODU                                         ,Vegetables,2017-01-01 08:22:10.743,Bitter Gourd,DHARMAPURI,recommended for January month is suitable,asking about bitter gourd season,Seeds and Planting Material,RABI,HORTICULTURE,TAMILNADU
3,DHARMAPURI                                        ,Vegetables,2017-01-01 09:40:09.167,Watermelon,DHARMAPURI,Recommended for apply FYM 8ton + super phosphate 132kg + potash 22kg + urea 44kg / ac,watermelon basal fertilizer management,Fertilizer Use and Availability,RABI,HORTICULTURE,TAMILNADU
4,DHARMAPURI                                        ,Fruits,2017-01-01 09:56:07.523,Banana,DHARMAPURI,Recommended for apply 150 gm urea + 200 gm super phosphate + 200 gm potash /plant,banana fertilizer management,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
5,NALLAMPALLI                                       ,Others,2017-01-04 13:43:14.557,Others,DHARMAPURI,recommended for today is not a rain day,asking about dharmapuri Weather report,Weather,RABI,AGRICULTURE,TAMILNADU
6,MORAPPUR                                          ,Sugar and Starch Crops,2017-01-04 13:57:48.253,Tapioca (Cassava),DHARMAPURI,Recommended for apply 19:19:19+MN -1.800 kg  13.0:45 - 2.700 kg 0-0-50- 600 g/ acre,Tapioca fertigation schedule,Fertilizer Use and Availability,RABI,AGRICULTURE,TAMILNADU
7,KARIMANGALAM                                      ,Vegetables,2017-01-04 14:03:08.463,Radish,DHARMAPURI,Recommended for Radish market rate at Chennai Rs. 25/ kg,asking about Radish market rate at chennai,Market Information,RABI,HORTICULTURE,TAMILNADU
8,DHARMAPURI                                        ,Fruits,2017-01-04 14:28:54.470,Banana,DHARMAPURI,Recommended for spray copper oxy chloride 2.5 gram /litre of water.,Sigatoka leaf spot in banana,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
9,HARUR                                             ,Others,2017-01-04 14:37:13.263,Others,DHARMAPURI,Recommended for today have no rainfall.,Weather report for Dharmapuri,Weather,RABI,AGRICULTURE,TAMILNADU
10,DHARMAPURI                                        ,Fruits,2017-01-04 14:43:40.417,Banana,DHARMAPURI,recommended for the spray  :  Mancozeb 2 gm /lit of water,Yellow sigatoka leaf spot in banana,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
11,DHARMAPURI                                        ,Sugar and Starch Crops,2017-01-04 14:52:24.763,Sugarcane (Noble Cane),DHARMAPURI,Recommended for spray sugarcane booster 1 kg /acre at 45 day after planting sowing.,Asking about foliar nutrient spray for sugarcane,Fertilizer Use and Availability,RABI,AGRICULTURE,TAMILNADU
12,PALAKKODU                                         ,Flowers,2017-01-04 15:40:55.843,Crossandra,DHARMAPURI,Recommended for crossandra sowing season is July - October,Asking about crossandra sowing season,Cultural Practices,RABI,HORTICULTURE,TAMILNADU
13,MORAPPUR                                          ,Others,2017-01-04 15:45:11.647,Others,DHARMAPURI,recommended for today and tommarrow cloudy weather and no possibility of rainfall,Asked about weather report information,Weather,RABI,AGRICULTURE,TAMILNADU
14,MORAPPUR                                          ,Vegetables,2017-01-04 15:48:31.317,Bitter Gourd,DHARMAPURI,"Recommended for varieties Co 1, MDU 1, COBgoH 1 (Hybrid),Arka Harit, Priya and Preethi are mainly cultivated.",Sowing suitable varieties for bitter gourd,Cultural Practices,RABI,HORTICULTURE,TAMILNADU
15,MORAPPUR                                          ,Pulses,2017-01-04 15:49:17.503,Black Gram (urd bean),DHARMAPURI,recommended for spray dimethoate 2ml+neem oil 3ml+teepol 1ml/lit of water,Asked about Black gram pest management,	Plant Protection	,RABI,AGRICULTURE,TAMILNADU
16,NALLAMPALLI                                       ,Others,2017-01-04 15:57:17.807,Others,DHARMAPURI,Recommended for Dharmapuri Today No Rain Fall (0.0 mm),asking about Dharmapuri today weather Report,Weather,RABI,AGRICULTURE,TAMILNADU
17,PENNAGARAM                                        ,Others,2017-01-04 16:11:47.467,Others,DHARMAPURI,Recommended for today have no rainfall.,Weather report for Tiruchy,Weather,RABI,AGRICULTURE,TAMILNADU
18,NALLAMPALLI                                       ,Others,2017-01-04 17:02:31.110,Others,DHARMAPURI,recommended for contact to near nationalized bank,Asking about kisan credit card information,Credit,RABI,AGRICULTURE,TAMILNADU
19,NALLAMPALLI                                       ,Cereals,2017-01-04 17:07:18.497,Paddy (Dhan),DHARMAPURI,"recommended for ADT 36, ADT 37, ASD 16, ASD18, MDU 5, ADT 43, CO 47, ADT (R) 45, ADT (R) 47,CORH 3 4",asking about paddy suitable varieties,Cultural Practices	,RABI,AGRICULTURE,TAMILNADU
