,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,SATTANKULAM                                       ,Plantation Crops,2017-01-01 09:28:41.047,Coconut,THOOTHUKUDI,Recommended for apply celphos tablet 2 nos/hole,Asked about coconut stem borer management,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
1,PUDUR                                             ,Fruits,2017-01-04 13:39:38.320,Lemon,THOOTHUKUDI,recommended for Feso4 2.5 gram + znso4 2.5 gram /1 litre of water,asking about lemon foliar spray,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
2,PUDUR                                             ,Fruits,2017-01-04 13:53:23.490,Mango,THOOTHUKUDI,Recommended for spray potassium nitrate 10gm / lit,asking about Mango foliar application,Fertilizer Use and Availability,JAYAD,HORTICULTURE,TAMILNADU
3,KARUNGULAM                                        ,Fruits,2017-01-04 13:56:55.160,Guava,THOOTHUKUDI,"Recommended contact no for Dept. of Vegetable Crops, Horticulture College & Research Institute, Periyakulam 04546 - 231726","contact no for Dept. of Vegetable Crops, Horticulture College & Research Institute, Periyakulam",Market Information,JAYAD,HORTICULTURE,TAMILNADU
4,TIRUCHENDUR                                       ,Vegetables,2017-01-04 14:28:47.800,Curry Leaf,THOOTHUKUDI,recommended for spray 19:19:19 5 gm / litre of water,About asked curry leaf foliar nutrition management,Nutrient Management,RABI,HORTICULTURE,TAMILNADU
5,SATTANKULAM                                       ,Vegetables,2017-01-04 14:34:02.533,Tomato,THOOTHUKUDI,Recommended for Treat the seeds with Trichoderma viride @ 4 gm / kg,asking about tomato seed treatment,Seeds and Planting Material,RABI,HORTICULTURE,TAMILNADU
6,KAYATHAR                                          ,Millets,2017-01-04 15:01:47.760,Maize (Makka),THOOTHUKUDI,Recommended for apply urea 30kg + super phos phate 150kg + potash 30kg / ac,maize basal fertilizer management,Fertilizer Use and Availability,RABI,AGRICULTURE,TAMILNADU
7,SATTANKULAM                                       ,Vegetables,2017-01-04 15:07:34.613,Tomato,THOOTHUKUDI,recommended for apply pseudomonas 1 kg + 25 kg fym / acre,Asked about prevent root rot management in tomato,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
8,SATTANKULAM                                       ,Fiber Crops,2017-01-04 15:32:06.247,Cotton (Kapas),THOOTHUKUDI,Recommended for sowing season for cotton is February  – March .,Asking about for sowing season for cotton,Sowing Time and Weather,RABI,AGRICULTURE,TAMILNADU
9,SRIVAIKUNDAM                                      ,Others,2017-01-04 16:01:01.670,Others,THOOTHUKUDI,recommended for the contact : nationalized bank,asking about kissan card details,Government Schemes,RABI,AGRICULTURE,TAMILNADU
10,SATTANKULAM                                       ,Fiber Crops,2017-01-04 16:16:06.323,Cotton (Kapas),THOOTHUKUDI,Recommended for cotton sowing spacing 120*60cm,Asking about cotton sowing spacing,Cultural Practices	,RABI,AGRICULTURE,TAMILNADU
