,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,KARAMBAKUDI                                       ,Fruits,2017-01-04 13:38:36.727,Banana,PUDUKKOTTAI,Recommended for spray Mancozeb 2 g / 1 litre of water,Yellow Sigatoka control management in banana,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
1,VIRALIMALAI                                       ,Fruits,2017-01-04 13:41:52.480,Lemon,PUDUKKOTTAI,Recommended for spray potassium nitrate 10gm / lit,asking about Citrus foliar application details,Nutrient Management,JAYAD,HORTICULTURE,TAMILNADU
2,PONNAMARAVATI                                     ,Fiber Crops,2017-01-04 14:57:51.360,Cotton (Kapas),PUDUKKOTTAI,Recommended for spray potassium nitrate 5 g / litre of water,asking about cotton mustard size fruit shedding,Nutrient Management,RABI,AGRICULTURE,TAMILNADU
3,ARIMALAM                                          ,Pulses,2017-01-04 15:19:58.633,Black Gram (urd bean),PUDUKKOTTAI,Recommended for spray DAP 2 kg/ac on 30th and 45th day after sowing,foliar spray in black gram,Nutrient Management,RABI,AGRICULTURE,TAMILNADU
4,ARANTANGI                                         ,Cereals,2017-01-04 15:43:02.913,Paddy (Dhan),PUDUKKOTTAI,recommended for the spray  : Carbendazim 2 gm /lit of water,Blast management in paddy,	Plant Protection	,RABI,AGRICULTURE,TAMILNADU
5,AVADAIYARKOVIL                                    ,Vegetables,2017-01-04 15:50:04.473,Brinjal,PUDUKKOTTAI,Recommended for  puthukottai horticulture department  contact number 04322-228394,asking about Brinjal seeds availability information,Seeds and Planting Material,RABI,HORTICULTURE,TAMILNADU
6,ARANTANGI                                         ,Vegetables,2017-01-04 18:29:26.493,Amaranthus/Grain Amaranthus,PUDUKKOTTAI,"recommended for contact with Institute of Agriculture,
STAMIN Campus, Kudumianmalai, phone; 04339-241211",asking about need for amaranthus seeds,Seeds and Planting Material,RABI,HORTICULTURE,TAMILNADU
7,ARIMALAM                                          ,Others,2017-01-04 18:43:26.957,Others,PUDUKKOTTAI,recommended for contact with forest department,asking about need for casuarina seeds,Seeds,RABI,AGRICULTURE,TAMILNADU
8,AVADAIYARKOVIL                                    ,Others,2017-01-04 20:25:37.610,Others,PUDUKKOTTAI,Recommended for today have no rainfall.,Weather report for Pudukottai,Weather,RABI,AGRICULTURE,TAMILNADU
9,TIRUMAYAM                                         ,Fruits,2017-01-05 08:38:38.383,Lemon,PUDUKKOTTAI,Recommended for contact to Uzhavar santhai,Marketing details of Lemon,Market Information,RABI,HORTICULTURE,TAMILNADU
