,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,VASUDEVANALLUR                                    ,Vegetables,2017-01-01 07:07:46.590,Tomato,TIRUNELVELI,Recommended for spray dimethoate 2 ml/lit,leaf curl in tomato,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
1,CHERANMAHADEVI                                    ,Others,2017-01-01 08:39:06.770,Others,TIRUNELVELI,Recommended for Thirunelveli district  Today partly cloudy  No Rain Fall (0.0 mm),Asked about Thirunelveli district  weather Report,Weather,RABI,AGRICULTURE,TAMILNADU
2,TENKASI                                           ,Others,2017-01-04 14:28:17.227,Others,TIRUNELVELI,"Recommended Veterinary University Training and Research Centre, Tirunelveli contact no. 0462 - 2337309",asking about veterinary farm information,Training and Exposure Visits,RABI,AGRICULTURE,TAMILNADU
3,KADAIYANALLUR                                     ,Vegetables,2017-01-04 15:59:01.147,Brinjal,TIRUNELVELI,Recommended for spray nitro benzene 2.5 ml / litre of water,Asking about induce flowering in brinjal,Nutrient Management,RABI,HORTICULTURE,TAMILNADU
4,PAPPAKUDI                                         ,Fruits,2017-01-04 16:02:27.720,Banana,TIRUNELVELI,Recommended for soil draining  with Bleaching powder 20g /litre/tree,Erwinia rot in banana,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
5,RADHAPURAM                                        ,Vegetables,2017-01-04 16:46:55.357,Bhindi(Okra/Ladysfinger),TIRUNELVELI,Recommended for spray potassium nitrate 5 g /lit of water,foliar spray for bhendi,Nutrient Management,RABI,HORTICULTURE,TAMILNADU
6,KADAIYANALLUR                                     ,Others,2017-01-04 17:11:29.170,Others,TIRUNELVELI,recommended for today no rain,asking about tirunelveli weather report,Weather,RABI,AGRICULTURE,TAMILNADU
7,MELANEELITHANALLUR                                ,Fiber Crops,2017-01-04 17:31:42.597,Cotton (Kapas),TIRUNELVELI,"Recommended for Summer – Irrigated (Feb – Mar)MCU 5, MCU 5 VT, SVPR 2, SVPR 4, Surabhi",Cotton sowing season and varieties,Nutrient Management,RABI,AGRICULTURE,TAMILNADU
8,MELANEELITHANALLUR                                ,Fiber Crops,2017-01-04 17:33:53.320,Cotton (Kapas),TIRUNELVELI,"Recommended for cotton sowing season : February - March and variety : MCU 5, MCU 5 VT, MCU 12, MCU 13, Surabhi",asking about cotton sowing season and variety,Varieties,RABI,AGRICULTURE,TAMILNADU
9,ALANGULAM                                         ,Vegetables,2017-01-04 17:55:29.863,Brinjal,TIRUNELVELI,Recommended for spray NSKE 5 %(50 ml /litre of water),Asking about pest management in brinjal,	Plant Protection	,RABI,HORTICULTURE,TAMILNADU
