,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,HATKANGALE,Others,2017-01-01 08:18:37.137,Others,KOLHAPUR,"Partly cloudy, No Possibility of Rain",Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
1,CHANDGAD                                          ,Sugar and Starch Crops,2017-01-01 09:25:40.293,Sugarcane (Noble Cane),KOLHAPUR,APPLICATION OF 10:26:26 2 BAG + UREA 20 KG + MICRO NUTRIENTS 10 KG/ACRE.,ASKING ABOUT FERTILISER DOSE?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
2,KARVIR                                            ,Sugar and Starch Crops,2017-01-01 09:54:30.527,Sugarcane (Noble Cane),KOLHAPUR,SPRAY 19 19 19 40 GM + MICROLLA 30 ML + HUMIC ACID 30 ML/15 LITERS OF WATER,FERTILIZER SPRAY ON SUGARCANE ?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
3,KARVIR                                            ,Vegetables,2017-01-01 10:52:25.693,Watermelon,KOLHAPUR,"redomil gold=30gm+humik acid=10ml,,15 Liter of Water Drenching.",watermelon attack wilt?,	Plant Protection	,KHARIF,HORTICULTURE,MAHARASHTRA
4,AJARA,Sugar and Starch Crops,2017-01-01 12:45:02.427,Sugarcane (Noble Cane),KOLHAPUR,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,FERTILIZER SPRAY FOR GROWTH OF SUGARCANE ?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
5,HATKANGALE,Others,2017-01-01 17:57:44.163,Others,KOLHAPUR,Apply 10:26:26 2 bag + urea 2 bag + zink sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.,ASKING ABOUT FERTILIZER DOSE FOR RATOON SUGARCANE ?,	Field Preparation	,RABI,AGRICULTURE,MAHARASHTRA
6,HATKANGALE,Animal,2017-01-02 08:54:42.420,"Bovine(Cow,Buffalo)",KOLHAPUR,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268,ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,Animal Nutrition,KHARIF,ANIMAL HUSBANDRY,MAHARASHTRA
7,GADHINGLAJ                                        ,Others,2017-01-02 11:05:49.310,Others,KOLHAPUR,information was given 25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR tahasil agricultural officer.,ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
8,HATKANGALE,Pulses,2017-01-02 11:07:14.780,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),KOLHAPUR,spray 12;61;00 60 gram+mikrola 30 mili/15 li water.,asked about growth spray?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
9,KAGAL                                             ,Sugar and Starch Crops,2017-01-02 14:44:38.220,Sugarcane (Noble Cane),KOLHAPUR,APPLICATION OF 10:26:26 2 BAG + UREA 20 KG + MICRO NUTRIENTS 10 KG/ACRE,ASKING ABOUT FERTILISER DOSE FOR SUGARCANE?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
10,SHAHUWADI                                         ,Fruits,2017-01-02 17:08:14.000,Mango,KOLHAPUR,SPRAYING OF SULPHAR 1 GRAM / LITER WATER,PLANT PROTECTION ?,	Plant Protection	,RABI,HORTICULTURE,MAHARASHTRA
