,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,NARKHED                                           ,Others,2017-01-01 09:21:12.497,Others,NAGPUR,This Week Weather is Partly Cloudy and No Possibility of Rainfall.,Asking about weather forecast?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
1,UMRED                                             ,Oilseeds,2017-01-01 09:42:56.100,Soybean (bhat),NAGPUR,SOYABEAN MARKET RATE=LOCAL	NAGPUR	QUINTAL	513	2600	2863	2798,ASKED ABOUT SOYABEAN MARKET RATE?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
2,NAGPUR,Condiments and Spices,2017-01-01 13:01:20.640,Garlic,NAGPUR,foliar spray for garlic- spray 19;19;19 75 gm +  microla 30 ml / 15 litter of water,foliar spray for garlic ?,Nutrient Management,RABI,HORTICULTURE,MAHARASHTRA
3,KALMESHWAR,Others,2017-01-01 13:37:43.947,Others,NAGPUR,"This week weather is Clear, No Possibility of Rain.",Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
4,KATOL                                             ,Others,2017-01-01 13:50:21.870,Others,NAGPUR,Today's weather Partly cloudy and NO  Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
5,SAONER,Others,2017-01-01 14:38:29.237,Others,NAGPUR,visit to TAO to getting detail information about Govt. Schemes.,Farmer asked about govt. Schemes?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
6,SAONER,Fiber Crops,2017-01-01 14:42:51.450,Cotton (Kapas),NAGPUR,"Partly cloudy,NO  Possibility .of Rain
+25 °C
Feels Like: +25°
Barometer: 1010.0 hPa 
Dewpoint: +22°
Humidity: 83.5%
Visibility: 10 km",Asking about weather forecast  ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
7,SAONER,Others,2017-01-01 14:46:20.700,Others,NAGPUR,MOSTLY CLEAR WEATHER NO CHANCES OF RAINFALL,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
8,KATOL                                             ,Others,2017-01-01 16:31:43.070,Others,NAGPUR,This week weather is Partly cloudy  NO CHANCES OF RAINFALL,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
9,NAGPUR,Others,2017-01-01 20:50:49.240,Others,NAGPUR,"clear weather in this week,no chances of rainfall.",Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
10,NAGPUR,Others,2017-01-01 21:11:33.097,Others,NAGPUR,This week weather is mostly clear and NO Possibility of Rainfall,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
11,KATOL                                             ,Fiber Crops,2017-01-02 09:17:43.293,Cotton (Kapas),NAGPUR,MARKET RATE OF COTTON -KORPANA-5100-5275 RS/QTL KATOL-4975- 5125 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF COTTON ?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
