,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,GADCHIROLI                                        ,Others,2017-01-02 14:17:07.457,Others,GADCHIROLI,"clear weather in this week,no chances of rainfall.",Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
1,CHAMORSHI                                         ,Vegetables,2017-01-03 16:15:55.800,Chillies,GADCHIROLI,spray 12:61:00 60 GRAM + MICROLLA 30ML /15 LITER OF WATER.,asked about flower drop,Nutrient Management,RABI,HORTICULTURE,MAHARASHTRA
2,CHAMORSHI                                         ,Others,2017-01-06 18:10:40.630,Others,GADCHIROLI,Spray Avaunt 10 ml /15 Liter of Water(Indoxacarb 15.8%EC)DuPont,Attack of Caterpillar ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
3,CHAMORSHI                                         ,Others,2017-01-07 08:49:29.917,Others,GADCHIROLI,MOSTLY CLEAR WEATHER NO CHANCES OF RAINFALL,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
4,GADCHIROLI                                        ,Others,2017-01-07 11:06:38.147,Others,GADCHIROLI,"Today weather  is clear , No Possibility of Rain",Asking about weather forecast  ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
5,CHAMORSHI                                         ,Vegetables,2017-01-07 17:17:32.593,Brinjal,GADCHIROLI,SOWING TIME OF BRINJAL (SUMMER ) = JANUARY - FEBRUUARY,FARMER ASKED ABOUT SOWING TIME OF BRINJAL ?,Seeds and Planting Material,RABI,HORTICULTURE,MAHARASHTRA
6,GADCHIROLI                                        ,Others,2017-01-07 20:52:15.620,Others,GADCHIROLI,Spray Pride 07 gm /15 liter of water(Acetamapride 20SP)-Dow agro,Attack of   White Fly?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
7,AHERI                                             ,Vegetables,2017-01-08 06:47:59.910,Chillies,GADCHIROLI,DRENCHING Chloropyriphos 30ml+HUMIC ACID 30 MILI/15 Lit of Water.,Attack of Caterpillar?,	Plant Protection	,KHARIF,HORTICULTURE,MAHARASHTRA
8,GADCHIROLI                                        ,Vegetables,2017-01-09 09:56:15.367,Watermelon,GADCHIROLI,"vairason=30gm+chilmix combi=40gm+rejent=30ml,,15 Liter of Water.",watermelon attack viras?,	Plant Protection	,KHARIF,HORTICULTURE,MAHARASHTRA
9,GADCHIROLI                                        ,Others,2017-01-09 09:56:58.257,Others,GADCHIROLI,Today's weather Partly cloudy and no Possibility of Rainfall.,Asking about weather forecast?,Government Schemes,KHARIF,AGRICULTURE,MAHARASHTRA
10,CHAMORSHI                                         ,Others,2017-01-11 19:07:39.330,Others,GADCHIROLI,"?????? ?????? (??./??.)????-??-??,?????-??-??,????????-??-??
???????? ???? (??.????)-??-??*??
??????? ??????? (???????/??.)??-??
?????? ??????? (????)???-???
??????? ????-????,???????,???? ????,?????","?????? ???-?????(???????????,??????????,???????)",	Field Preparation	,RABI,AGRICULTURE,MAHARASHTRA
11,MULCHERA                                          ,Pulses,2017-01-12 16:47:53.353,Pigeon pea (red gram/arhar/tur),GADCHIROLI,MARKET RATE OF pigeon pea : - 3500-4500 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF pigeon pea ?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
12,GADCHIROLI                                        ,Cereals,2017-01-23 14:57:45.780,Paddy (Dhan),GADCHIROLI,SPRAY FOR 19:19:19  60 GM + MICROLA 30 ML /15 LITER WATER,GROWTH SPRAYER?,Fertilizer Use and Availability,JAYAD,AGRICULTURE,MAHARASHTRA
13,ETAPALLI                                          ,Animal,2017-01-24 11:51:11.717,"Bovine(Cow,Buffalo)",GADCHIROLI,25 to 33 % subsidy for poultry farming for futher information contact to block agriculture officer,asked about subsidy for poultry farm ?,	Maket Information	,RABI,ANIMAL HUSBANDRY,MAHARASHTRA
14,MULCHERA                                          ,Vegetables,2017-01-24 19:10:46.803,Chillies,GADCHIROLI,spraying of 00:52:34 - 60 gram + calshiam 25 gram + boron 25 gram / 15 liter water,control of flower drop ?,Cultural Practices,RABI,HORTICULTURE,MAHARASHTRA
15,DESAIGANJ (WADSA)                                 ,Vegetables,2017-01-25 16:54:00.970,Chillies,GADCHIROLI,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,Attack of Aphids?,	Plant Protection	,KHARIF,HORTICULTURE,MAHARASHTRA
16,MULCHERA                                          ,Vegetables,2017-01-26 09:19:00.133,Cowpea (Vegetable),GADCHIROLI,Spray of Actra 5 gm/15 Liter of Water.,Attack of Thrips?,Agriculture Mechanization,RABI,HORTICULTURE,MAHARASHTRA
17,GADCHIROLI                                        ,Others,2017-01-26 10:07:42.993,Others,GADCHIROLI,Cloudy Weather not Possibility of Rainfall.,Asking about Weather Forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
18,ARMORI                                            ,Vegetables,2017-01-26 15:05:32.987,Bitter Gourd,GADCHIROLI,Spray Bavistine 30 gm/15lit of Water.,ASKED ABOUT YELLOWING IN BITTER GOURD?,Nutrient Management,JAYAD,HORTICULTURE,MAHARASHTRA
19,GADCHIROLI                                        ,Vegetables,2017-01-26 15:09:08.563,Brinjal,GADCHIROLI,spray boom flower 20 ml/15 lit of water,ASKING ABOUT BRINJAL SPRYING ?,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA
20,ARMORI                                            ,Others,2017-01-26 17:58:57.147,Others,GADCHIROLI,"Today's Weather is Partly cloudy, No Possibility of Rain.",Asking About Weather Forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
21,ARMORI                                            ,Cereals,2017-01-27 08:19:45.600,Paddy (Dhan),GADCHIROLI,MARKET RATE OF PADDY -DHAAN- ARMORI-DESAIGANJ-1800-2091 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF PADDY -DHAAN ?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
22,GADCHIROLI                                        ,Fiber Crops,2017-01-27 13:58:16.187,Cotton (Kapas),GADCHIROLI,Market rate of cotton-5570-5675/qtl.,Market rate of cotton?,Market Information,JAYAD,AGRICULTURE,MAHARASHTRA
23,GADCHIROLI                                        ,Vegetables,2017-01-27 18:35:13.980,Bitter Gourd,GADCHIROLI,Spray Ullala 08 gm/15 Lit of Water(flonicamid)-UPL,Attack of   White Fly?,	Plant Protection	,RABI,HORTICULTURE,MAHARASHTRA
24,ARMORI                                            ,Vegetables,2017-01-28 19:11:24.640,Bitter Gourd,GADCHIROLI,SPRAY MICROLLA 30 ML + BAVISTIN 30 GM /15 LITER WATER.,YELLOWING,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA
25,DHANORA                                           ,Oilseeds,2017-01-28 21:03:42.843,Sesame (Gingelly/Til)/Sesamum,GADCHIROLI,"Today's Weather is clear, No Possibility of Rain.",Asking About Weather Forecast ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
26,GADCHIROLI                                        ,Vegetables,2017-01-30 14:17:09.603,Bitter Gourd,GADCHIROLI,Spray Boom flower 30 ml + 12.61.00 60 gm/15lit of Water.,Farmer Asked About FlowerING IN BITTER GOURD ?,Nutrient Management,JAYAD,HORTICULTURE,MAHARASHTRA
27,ARMORI                                            ,Fiber Crops,2017-01-30 15:05:59.193,Cotton (Kapas),GADCHIROLI,"Today's Weather is clear, No Possibility of Rain.",Asking About Weather Forecast ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
28,ARMORI                                            ,Pulses,2017-02-01 14:44:14.377,Pigeon pea (red gram/arhar/tur),GADCHIROLI,SPRAY Boomflower 25 -30 ml in 15 LITER WATER,=spray for better flowering  IN TUR?,Nutrient Management,JAYAD,AGRICULTURE,MAHARASHTRA
29,DESAIGANJ (WADSA)                                 ,Others,2017-02-04 17:05:28.807,Others,GADCHIROLI,"?????? ?????? (??./??.)-?-? 
???????? ???? (????)-?.? * ? ? ? * ?
?????? ??????? (????)???-???
??????? ??????? (??/??.)????-??,???
??????? ????-??-???? ??????, ???? ????? ?????, ??????",?????? ???-??????(???-???),	Plant Protection	,JAYAD,AGRICULTURE,MAHARASHTRA
30,DESAIGANJ (WADSA)                                 ,Others,2017-02-05 08:53:17.607,Others,GADCHIROLI,USE ZINK PHOSPHET TABALET,ASKED ABOUT PEST CONTROL ?,Cultural Practices	,KHARIF,AGRICULTURE,MAHARASHTRA
31,ARMORI                                            ,Sugar and Starch Crops,2017-02-07 15:47:01.303,Sugarcane (Noble Cane),GADCHIROLI,For preparation of jivamrut use 10 kg cow dung + 10 liter cow urine + 2 kg flour mill  + 1 kg jaggary + 200 liter water shake well morning and evening till 4 -6 days.,PREPARATION OF JIVAMRUT?,Organic Farming,RABI,AGRICULTURE,MAHARASHTRA
32,AHERI                                             ,Vegetables,2017-02-08 10:22:24.937,Bhindi(Okra/Ladysfinger),GADCHIROLI,"?????? ???-????(???-??? ? ???-????)
?????? ?????? (??./??.)-???? ?-?? ? ??? ??-??
???????? ???? (??.????)-??*?? ? ??*??
?????? ??????? (????)???-???
??????? ??????? (???????/??.)-??-??
??????? ????-???? ???????,????? ???????,?????? ????,??????,??????",ASKED ABOUT VARIETIES OF BHINDI ?,Seeds and Planting Material,RABI,HORTICULTURE,MAHARASHTRA
33,GADCHIROLI                                        ,Others,2017-02-09 13:56:45.410,Others,GADCHIROLI,Spray monocrotophos 15ml/15 Liter of Water.,Attack of Caterpillar  ??? ???? ??? ????????? ????,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
