,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,MAJALGAON,Sugar and Starch Crops,2017-01-01 08:13:33.550,Sugarcane (Noble Cane),BEED,SPRAY 19:19:19 - 60 GRAM +  MICROLA 30 ML + HUMIC ACID - 30 ML  /15 LITER WATER,ASKED ABOUT FERTILIZER SPRAY FOR  SUGARCANE ?,Nutrient Management,KHARIF,AGRICULTURE,MAHARASHTRA
1,WADWANI                                           ,Others,2017-01-01 08:33:28.660,Others,BEED,Today's weather is  clear and no Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
2,WADWANI                                           ,Others,2017-01-01 08:37:31.983,Others,BEED,"Partly clear, No Possibility of Rain",Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
3,DHARUR                                            ,Others,2017-01-01 08:44:54.763,Others,BEED,THIS WEEK WEATHER IS CLEAR & NO POSSIBILITY OF  RAINFALL....,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
4,DHARUR                                            ,Others,2017-01-01 08:59:25.040,Others,BEED,This Week Weather is Partly Cloudy and No Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
5,KAIJ                                              ,Cereals,2017-01-01 09:00:18.853,Wheat,BEED,sancor 60 gram in 15 liter water,adsked about herbicide in wheat ?,Weed Management,RABI,AGRICULTURE,MAHARASHTRA
6,DHARUR                                            ,Oilseeds,2017-01-01 09:12:30.180,"Castor (Rehri, Rendi, Arandi) ",BEED,SPRAY PLANOFIX 4 ML(Bayer)+ 00:52:34 60 GM/15 LITER WATER,FLOWER DROP in castor ?,Nutrient Management,RABI,AGRICULTURE,MAHARASHTRA
7,PARALI  V .,Pulses,2017-01-01 10:00:45.813,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,Spray Boom flower 30ml/15 liter of Water.,FOR BLOOSMING,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
8,DHARUR                                            ,Fiber Crops,2017-01-01 10:42:09.583,Cotton (Kapas),BEED,MARKET RATE OF COTTON -	PARBHANI-5260-5360 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF COTTON ?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
9,ASHTI                                             ,Fiber Crops,2017-01-01 10:45:08.677,Cotton (Kapas),BEED,Spray Actra 5 gm + M-45 30 gm/15 Lit of Water.,Attack of Sucking Pest And Fungal Disease ON COTTON?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
10,PARALI  V .,Pulses,2017-01-01 10:54:35.477,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,Spray Boom flower 30 ml + 12.61.00 60 gm/15lit of Water.,Farmer Asked About Flowering in bengal gram?,Nutrient Management,RABI,AGRICULTURE,MAHARASHTRA
11,MAJALGAON,Fiber Crops,2017-01-01 10:56:42.190,Cotton (Kapas),BEED,Spray Coragen 5ml/15 Liter of Water(Chlorantraniliprole)Dupont,cotton Attack of Caterpillar ?,	Plant Protection	,KHARIF,AGRICULTURE,MAHARASHTRA
12,KAIJ                                              ,Flowers,2017-01-01 11:04:43.270,Gladiolus,BEED,spray supar confidor 6 ml + saaf 20 gm / 15 litter of water of water  for controlling sucking pest on galanda,attack of sucking pest on galanda ?,	Plant Protection	,RABI,HORTICULTURE,MAHARASHTRA
13,KAIJ                                              ,Pulses,2017-01-01 11:14:48.227,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,spray proclaim 8 gm / 15 litter of water for controlling  caterpillar on gram,attack of caterpillar on gram ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
14,PARALI  V .,Others,2017-01-01 11:26:16.513,Others,BEED,Spray Tracer 30 ml / 15 liter of water(Spinosad)-Dow agro,asked about attack of caterpillar.,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
15,ASHTI                                             ,Vegetables,2017-01-01 11:32:55.277,Watermelon,BEED,"varities of watermelon : shugar baby , shugar king, shugar pack",Asked about varities of watermelon ?,Vegetative Propagation and Tissue Culture,RABI,HORTICULTURE,MAHARASHTRA
16,BEED,Others,2017-01-01 11:40:37.397,Others,BEED,This Week Weather is Partly Cloudy and No Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
17,BEED,Others,2017-01-01 12:15:03.673,Others,BEED,Your Registration process successfully completed,Asked About SMS Activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
18,GEORAI                                            ,Others,2017-01-01 12:36:04.390,Others,BEED,Spray super confidor 10 ml /15 litre of water(Imida 17.8 sl)-Bayer,Attack of Aphids and Sugarcane pyrilla(mava),	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
19,GEORAI                                            ,Cereals,2017-01-01 12:52:41.170,Wheat,BEED,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,YELLOWING OF LEAVES OF WHEAT ?,Nutrient Management,RABI,AGRICULTURE,MAHARASHTRA
20,ASHTI                                             ,Pulses,2017-01-01 13:05:10.683,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,plantation season of gram - 15 october to 15 november,asked about plantation season of gram ?,Cultural Practices	,RABI,AGRICULTURE,MAHARASHTRA
21,MAJALGAON,Others,2017-01-01 13:05:42.837,Others,BEED,Your Registration process successfully completed,Asked About SMS Activation?,Weather,RABI,AGRICULTURE,MAHARASHTRA
22,AMBAJOGAI                                         ,Others,2017-01-01 13:22:15.480,Others,BEED,"Partly Cloudy, No Possible of Rain.",Asking about weather forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
23,GEORAI                                            ,Fiber Crops,2017-01-01 13:24:36.773,Cotton (Kapas),BEED,Spray Regent 30 ml /15 liter water(Fipronil 5 SC)-Bayer,Attack of Thrips and Jassids?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
24,ASHTI                                             ,Sugar and Starch Crops,2017-01-01 13:26:24.427,Sugarcane (Noble Cane),BEED,Spray Quinolphos 30 ml/15 liter of water.,caterpiler on gram?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
25,ASHTI                                             ,Pulses,2017-01-01 13:28:06.050,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,weed management for gram  - hand weeding,asked about weed management for gram ?,Weed Management,RABI,AGRICULTURE,MAHARASHTRA
26,SHIRUR ( KA ),Others,2017-01-01 13:38:04.550,Others,BEED,"?????? ?????? (??./??.)-?.? - ?
???????? ???? (????)-? * ?
?????? ??????? (????)???-???
??????? ??????? (??/??.)????-????
??????? ????-??? ???, ???????, ???? ???????, ???????",?????? ???-?????(???-??? ? ???-????),	Field Preparation	,RABI,AGRICULTURE,MAHARASHTRA
27,BEED,Oilseeds,2017-01-01 14:13:54.857,Groundnut (pea nut/mung phalli),BEED,"VARIETY OF GROUNDNUT- TAG-24, DAPTARI, TG-26,SB-11,JL-24",VARIETY OF GROUNDNUT,Seeds,RABI,AGRICULTURE,MAHARASHTRA
28,BEED,Fiber Crops,2017-01-01 14:14:37.383,Cotton (Kapas),BEED,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,REDDNING ON COTTON,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
29,AMBAJOGAI                                         ,Pulses,2017-01-01 14:20:55.000,Pigeon pea (red gram/arhar/tur),BEED,LAL	LATUR	QUINTAL	2156	4600	5414	5060,MARKET RATE OF TUR?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
30,KAIJ                                              ,Others,2017-01-01 14:26:24.323,Others,BEED,Spray Avaunt 10 ml /15 Liter of Water(Indoxacarb 15.8%EC)DuPont,Attack of Caterpillar,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
31,PATODA                                            ,Pulses,2017-01-01 14:41:16.530,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,Spray Proclaim 5gm/15 liter of Water(Emamectin Benzoate)Syngenta,Attack of Caterpillar?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
32,PATODA                                            ,Fiber Crops,2017-01-01 14:52:48.293,Cotton (Kapas),BEED,"Partly cloudy,NO  Possibility .of Rain
+25 °C
Feels Like: +25°
Barometer: 1010.0 hPa 
Dewpoint: +22°
Humidity: 83.5%
Visibility: 10 km",Asking about weather forecast  ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
33,PATODA                                            ,Others,2017-01-01 14:56:43.300,Others,BEED,In This Week Weather is Partly Cloudy No Possibility of Rain.,Asking about weather forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
34,GEORAI                                            ,Cereals,2017-01-01 15:00:47.810,Wheat,BEED,Spray Score  8 ml/15 Liter of Water(Difenconyazol 25%EC)-Syngenta,rust on wheat?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
35,AMBAJOGAI                                         ,Sugar and Starch Crops,2017-01-01 15:07:06.487,Sugarcane (Noble Cane),BEED,nutrient for sugarcane - drenching humic acid + 19 19 19,asked about nutrient for sugarcane ?,Nutrient Management,RABI,AGRICULTURE,MAHARASHTRA
36,KAIJ                                              ,Others,2017-01-01 15:09:25.127,Others,BEED,This week weather is mostly clear and NO Possibility of Rainfall,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
37,KAIJ                                              ,Pulses,2017-01-01 15:10:54.420,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,Attack of Caterpillar  on gram - Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,Attack of Caterpillar  on gram ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
38,GEORAI                                            ,Cereals,2017-01-01 15:15:58.673,Wheat,BEED,Use Thimet 4 kg/acre(diethyl S- phosphorodithioate)mvac,ATTACK OF WHITE GRUB?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
39,MAJALGAON,Fiber Crops,2017-01-01 16:44:06.520,Cotton (Kapas),BEED,Spray Tracer 5 ml / 15 liter of water(Spinosad)-Dow agro,cotton bollworn on cotton?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
40,ASHTI                                             ,Animal,2017-01-01 16:57:32.137,POULTRY  FARM ,BEED,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268,ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,Credit,RABI,ANIMAL HUSBANDRY,MAHARASHTRA
41,WADWANI                                           ,Fruits,2017-01-01 17:17:29.253,Papaya,BEED,PLANTING MATERIAL PAPAYA,ASKING ABOUT PAPAYA PLANTING MATERIAL ?,Seeds and Planting Material,RABI,HORTICULTURE,MAHARASHTRA
42,BEED,Fruits,2017-01-01 17:20:44.483,Mosambi,BEED,Blue Copper 30 gm +humic acid 30 ml(Copper Oxichloride)-syngenta,Attack of  Wilt (Mar)Drenching,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA
43,BEED,Pulses,2017-01-01 17:46:57.060,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BEED,Spray Boom flower 30ml(DeviCropscience)/15 liter of Water.,FOR BLOOSMING,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
44,BEED,Oilseeds,2017-01-01 19:12:53.230,Soybean (bhat),BEED,PLEASE VISIT YOUR AGRICULTURE OFFICER OF NEARER NATIONALISED BANK,ASKING ABOUT CROP INSURANCE ?,Crop Insurance,KHARIF,AGRICULTURE,MAHARASHTRA
45,GEORAI                                            ,Oilseeds,2017-01-01 19:27:40.667,Soybean (bhat),BEED,Market Rate of  2700 rupees/qtl,Asking About Market Rate of Soyabean?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
46,AMBAJOGAI                                         ,Others,2017-01-01 19:30:37.897,Others,BEED,This Week Weather Is Cloudy No Rainfall Chances.,Asking About Weather Forecast ?,Weather,KHARIF,AGRICULTURE,MAHARASHTRA
47,GEORAI                                            ,Fiber Crops,2017-01-01 19:42:13.387,Cotton (Kapas),BEED,Market Rate of   5101	to 5281rupees/qtl,Asking About Market Rate of  cotton?,Market Information,RABI,AGRICULTURE,MAHARASHTRA
