,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,GONDIA                                            ,Others,2017-01-01 10:07:53.300,Others,GONDIYA,Your Registration process successfully completed,Asked About SMS Activation?,Government Schemes,KHARIF,AGRICULTURE,MAHARASHTRA
1,SALEKASA                                          ,Others,2017-01-01 15:56:53.467,Others,GONDIYA,Spray Chloropyriphos 30ml/15 Liter of Water.,Attack of Caterpillar,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
2,GONDIA                                            ,Others,2017-01-01 19:35:02.217,Others,GONDIYA,TO START SMS SERVICE PLEASE TYPE SMS  Kisaan1 AND SEND IT TO 7738299899,Asked About SMS Activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
3,GONDIA                                            ,Cereals,2017-01-02 07:08:12.370,Wheat,GONDIYA,SEED RATE OF PAADY - 10 KG /ACRE,FARMER ASKING ABOUT SEED RATE OF PAADY ?,Seeds,RABI,AGRICULTURE,MAHARASHTRA
4,SALEKASA                                          ,Others,2017-01-02 08:15:20.767,Others,GONDIYA,"clear and sunny weather, No Possible of Rain.",Asking about weather forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
5,ARJUNI MORGAON                                    ,Others,2017-01-03 08:46:26.123,Others,GONDIYA,Your Registration process successfully completed,Asked About SMS Activation?,Government Schemes,KHARIF,AGRICULTURE,MAHARASHTRA
6,ARJUNI MORGAON                                    ,Others,2017-01-03 10:48:26.380,Others,GONDIYA,LAST DATE FOR PRADHAN MANTRI CROP INSURANCE SCHEME- 10/01/2017 FOR MORE DETAILS ABOUT SCHEME PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER.,ASKING ABOUT PRADHAN MANTRI CROP INSURANCE SCHEME ?,Government Schemes,KHARIF,AGRICULTURE,MAHARASHTRA
7,SADAK ARJUNI                                      ,Others,2017-01-04 09:57:11.037,Others,GONDIYA,USSD sms service is activated on your mobile number.,Asked about USSD sms service activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
8,GONDIA                                            ,Vegetables,2017-01-04 11:39:44.133,Bhindi(Okra/Ladysfinger),GONDIYA,spray 19:19:19 60gm + microla 30ml/ 15 lit of water,spray for bhindi?,	Plant Protection	,RABI,HORTICULTURE,MAHARASHTRA
9,GOREGAON                                          ,Others,2017-01-04 18:52:11.300,Others,GONDIYA,Your Registration process successfully completed. Send 'Kisaan1' msg to 7738299899 /51969  this number .,Asked About SMS Activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
10,SADAK ARJUNI                                      ,Others,2017-01-04 19:23:27.910,Others,GONDIYA,Market Rate of  3500 to 4500 rupees/qtl,Asking About Market Rate of?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
11,GONDIA                                            ,Others,2017-01-04 19:55:05.020,Others,GONDIYA,Spray Bavistine 30gm/15liter of Water(Carbendazim 50%)BASF,Fungicides,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
12,GONDIA                                            ,Others,2017-01-04 19:56:09.117,Others,GONDIYA,"Information about crop insurance = premium amount for paddy crop 
                                   Rs. 495.00",Farmer asked about the information about crop insurance ?,Crop Insurance,RABI,AGRICULTURE,MAHARASHTRA
