,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,SANGAMNER                                         ,Vegetables,2017-01-01 07:56:05.587,Cucumber,AHMADNAGAR,Spray Boom flower 30ml/15 liter of Water.,FOR BLOOSMING,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA
1,SHRIGONDA                                         ,Oilseeds,2017-01-01 08:12:10.830,Groundnut (pea nut/mung phalli),AHMADNAGAR,"GROUNDNUT VARIETIES=SB-11,TAG-24,TG-26,KOYNA(B-95),TMV (Gn) 13",ASKED ABOUT GROUNDNUT VARIETIES?,Varieties,RABI,AGRICULTURE,MAHARASHTRA
2,SANGAMNER                                         ,Others,2017-01-01 08:16:24.633,Others,AHMADNAGAR,Your Registration Process for Getting Crop SMS successfully completed,Asked About SMS Activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
3,AKOLE,Vegetables,2017-01-01 08:25:33.787,Onion,AHMADNAGAR,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,Attack of Aphids,	Plant Protection	,RABI,HORTICULTURE,MAHARASHTRA
4,KARJAT                                            ,Pulses,2017-01-01 08:56:33.653,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AHMADNAGAR,Spray Tracer 3.5 ml / 15 lit of water -(Spinosad 45 SC ) Dow Agro Science,ATTACK OF GRAM POD BORER ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
5,NAGAR                                             ,Fiber Crops,2017-01-01 09:14:19.067,Cotton (Kapas),AHMADNAGAR,Spray Admire 5 gm +REJENT 20 ML +ANTRACOL 30 GM/15 Liter of Water (Imida 70 wp)-Bayer,ATTACK OF SUCKING PEST ON COTTON ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
6,SANGAMNER                                         ,Sugar and Starch Crops,2017-01-01 09:46:19.923,Sugarcane (Noble Cane),AHMADNAGAR,do hand weeding in sugarcane and onion (intercropping),asked about weed management in sugarcane and onion (intercropping),Weed Management,RABI,AGRICULTURE,MAHARASHTRA
7,RAHURI                                            ,Pulses,2017-01-01 10:10:06.727,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AHMADNAGAR,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF GRAM POD BORER ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
8,SHEVGAON                                          ,Pulses,2017-01-01 10:31:31.210,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AHMADNAGAR,"gram variety = digvijay , vishal , vijay ,",gram variety?,Varieties,RABI,AGRICULTURE,MAHARASHTRA
9,KARJAT                                            ,Vegetables,2017-01-01 10:33:11.520,Onion,AHMADNAGAR,onion market rate---LAL	SOLAPUR	QUINTAL	---1325	--550 rups,onion market rate---LAL	SOLAPUR,Market Information,KHARIF,HORTICULTURE,MAHARASHTRA
10,RAHATA                                            ,Sugar and Starch Crops,2017-01-01 10:54:27.650,Sugarcane (Noble Cane),AHMADNAGAR,APPLICATION OF UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE,FERTILIZER DOSE FOR SUGARCANE ?,Fertilizer Use and Availability,RABI,AGRICULTURE,MAHARASHTRA
11,SHRIGONDA                                         ,Fruits,2017-01-01 11:06:38.987,Lemon,AHMADNAGAR,Spray Boom flower 30ml(DeviCropscience)/15 liter of Water.,FOR BLOOSMING,Nutrient Management,RABI,HORTICULTURE,MAHARASHTRA
12,SHEVGAON                                          ,Millets,2017-01-01 11:14:27.943,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),AHMADNAGAR,VARIETIES OF BAJRI - SHRADHA SABURI SHANTI SAMRIDHI PARBHANI SAMPADA,VARIETIES OF BAJRI ?,Varieties,RABI,AGRICULTURE,MAHARASHTRA
13,AKOLE,Fruits,2017-01-01 11:23:12.943,Banana,AHMADNAGAR,plantation distance in banana- 5*6 foot,plantation distance in banana ?,Cultural Practices,RABI,HORTICULTURE,MAHARASHTRA
14,KARJAT                                            ,Others,2017-01-01 12:12:45.220,Others,AHMADNAGAR,Your Registration process successfully completed,Asked About SMS Activation?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
