,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
0,SHAHADA                                           ,Others,2017-01-01 13:14:40.890,Others,NANDURBAR,MOSTLY CLEAR WEATHER NO CHANCES OF RAINFALL,Asking about weather forecast  ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
1,SHAHADA                                           ,Medicinal and Aromatic Plants,2017-01-01 16:53:34.530,Aloe Vera,NANDURBAR,ALOE VERA CONTACT --086000 46308,ALOE VERA CONTACT,Bio-Pesticides and Bio-Fertilizers,RABI,HORTICULTURE,MAHARASHTRA
2,AKARANI,Condiments and Spices,2017-01-01 17:21:50.270,Garlic,NANDURBAR,"nutrient for garlic - apply 10 26 26 , 1 bag / ekar",asked about nutrient for garlic ?,Nutrient Management,RABI,HORTICULTURE,MAHARASHTRA
3,SHAHADA                                           ,Fiber Crops,2017-01-02 18:29:58.380,Cotton (Kapas),NANDURBAR,cotton market rate---4800--5200 rups pq,cotton market rate,Market Information,KHARIF,AGRICULTURE,MAHARASHTRA
4,NANDURBAR                                         ,Others,2017-01-03 16:07:18.250,Others,NANDURBAR,"In This Week Weather is Partly Cloudy, No Possibility of Rain.",Asking About Weather Forecast ?,Weather,RABI,AGRICULTURE,MAHARASHTRA
5,NAVAPUR                                           ,Pulses,2017-01-03 17:03:09.270,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),NANDURBAR,Spray Chloropyriphos 30ml/15 Litre of Water.,Attack of Caterpillar IN BENGAL GRAM  ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
6,AKKALKUWA                                         ,Vegetables,2017-01-03 19:03:24.790,Long Melon,NANDURBAR,"Varieties: Sugar Baby and Arka Manik,PKM 1
Hybrids: Arka Jyoti and Pusa Bedana.",6)	farmer want to know information about varieties of wotermelon ?,Cultural Practices,RABI,HORTICULTURE,MAHARASHTRA
7,NAVAPUR                                           ,Others,2017-01-04 14:19:56.553,Others,NANDURBAR,This week weather is Partly cloudy and no Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
8,NANDURBAR                                         ,Others,2017-01-05 20:04:58.663,Others,NANDURBAR,This Week Weather is Partly Cloudy and No Possibility of Rainfall.,Asking about weather forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
9,SHAHADA                                           ,Others,2017-01-06 15:23:14.593,Others,NANDURBAR,"mahatma phule krishi vidaypith rahuri , phone 02426-243373",contact no of agriculture university ?,Government Schemes,RABI,AGRICULTURE,MAHARASHTRA
10,NANDURBAR                                         ,Pulses,2017-01-06 17:47:08.940,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),NANDURBAR,Spray Chloropyriphos 30ml/15 Lit of Water.,Attack of Caterpillar IN BENGAL GRAM ?,	Plant Protection	,RABI,AGRICULTURE,MAHARASHTRA
11,NAVAPUR                                           ,Others,2017-01-08 09:25:37.743,Others,NANDURBAR,This week weather is Partly cloudy and no Possibility of Rainfall.,Asking About Weather Forecast?,Weather,RABI,AGRICULTURE,MAHARASHTRA
12,NANDURBAR                                         ,Fiber Crops,2017-01-08 10:49:54.140,Cotton (Kapas),NANDURBAR,"Market price of  -
Min- 5350	 Max-5550   Average-   5450 /quintal",Farmer asked about market rate?,Market Information,KHARIF,AGRICULTURE,MAHARASHTRA
13,NANDURBAR                                         ,Fruits,2017-01-11 08:51:23.720,Lemon,NANDURBAR,THRIPS ON LEMON  - KARATE 20 ML + BAVISTIN 30 GM /15 LITER WATER SPRAY,THRIPS ON LEMON,	Plant Protection	,KHARIF,HORTICULTURE,MAHARASHTRA
14,AKARANI,Vegetables,2017-01-16 17:44:47.880,Watermelon,NANDURBAR,APPLICATION OF 10:26:26 2 BAG + UREA 20 KG + MICRO NUTRIENTS 10 KG/ACRE,ASKING ABOUT FERTILISER DOSE?,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA
